2018-04-18 01:59:12 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 01:59:32 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 693 MB
2018-04-18 01:59:52 FINER test.Simulate$MemoryLogger run -- Using 26 MB out of 709 MB
2018-04-18 02:00:12 FINER test.Simulate$MemoryLogger run -- Using 249 MB out of 696 MB
2018-04-18 02:00:32 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 676 MB
2018-04-18 02:00:52 FINER test.Simulate$MemoryLogger run -- Using 366 MB out of 666 MB
2018-04-18 02:01:12 FINER test.Simulate$MemoryLogger run -- Using 23 MB out of 640 MB
2018-04-18 02:01:32 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 624 MB
2018-04-18 02:01:52 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 608 MB
2018-04-18 02:02:12 FINER test.Simulate$MemoryLogger run -- Using 216 MB out of 602 MB
2018-04-18 02:02:32 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 575 MB
2018-04-18 02:02:52 FINER test.Simulate$MemoryLogger run -- Using 195 MB out of 564 MB
2018-04-18 02:03:12 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 554 MB
2018-04-18 02:03:32 FINER test.Simulate$MemoryLogger run -- Using 104 MB out of 534 MB
2018-04-18 02:03:52 FINER test.Simulate$MemoryLogger run -- Using 119 MB out of 526 MB
2018-04-18 02:04:12 FINER test.Simulate$MemoryLogger run -- Using 186 MB out of 510 MB
2018-04-18 02:04:32 FINER test.Simulate$MemoryLogger run -- Using 97 MB out of 496 MB
2018-04-18 02:04:52 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 484 MB
2018-04-18 02:05:12 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 474 MB
2018-04-18 02:05:32 FINER test.Simulate$MemoryLogger run -- Using 115 MB out of 464 MB
2018-04-18 02:05:52 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 455 MB
2018-04-18 02:06:12 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 444 MB
2018-04-18 02:06:32 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 437 MB
2018-04-18 02:06:52 FINER test.Simulate$MemoryLogger run -- Using 27 MB out of 428 MB
2018-04-18 02:07:12 FINER test.Simulate$MemoryLogger run -- Using 116 MB out of 422 MB
2018-04-18 02:07:32 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 415 MB
2018-04-18 02:07:52 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 408 MB
2018-04-18 02:08:12 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 402 MB
2018-04-18 02:08:32 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 398 MB
2018-04-18 02:08:52 FINER test.Simulate$MemoryLogger run -- Using 81 MB out of 394 MB
2018-04-18 02:09:12 FINER test.Simulate$MemoryLogger run -- Using 61 MB out of 389 MB
2018-04-18 02:09:32 FINER test.Simulate$MemoryLogger run -- Using 81 MB out of 385 MB
2018-04-18 02:09:52 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 380 MB
2018-04-18 02:10:12 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 374 MB
2018-04-18 02:10:32 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 374 MB
2018-04-18 02:10:52 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 374 MB
2018-04-18 02:11:12 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 374 MB
2018-04-18 02:11:32 FINER test.Simulate$MemoryLogger run -- Using 55 MB out of 374 MB
2018-04-18 02:11:52 FINER test.Simulate$MemoryLogger run -- Using 70 MB out of 374 MB
2018-04-18 02:12:12 FINER test.Simulate$MemoryLogger run -- Using 27 MB out of 374 MB
2018-04-18 02:12:32 FINER test.Simulate$MemoryLogger run -- Using 37 MB out of 374 MB
2018-04-18 02:12:52 FINER test.Simulate$MemoryLogger run -- Using 44 MB out of 374 MB
2018-04-18 02:13:12 FINER test.Simulate$MemoryLogger run -- Using 55 MB out of 374 MB
2018-04-18 02:13:32 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 374 MB
2018-04-18 02:13:52 FINER test.Simulate$MemoryLogger run -- Using 30 MB out of 374 MB
2018-04-18 02:14:12 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 374 MB
2018-04-18 02:14:32 FINER test.Simulate$MemoryLogger run -- Using 55 MB out of 374 MB
2018-04-18 02:14:52 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 374 MB
2018-04-18 02:15:12 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 374 MB
2018-04-18 02:15:32 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 374 MB
2018-04-18 02:15:52 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 374 MB
2018-04-18 02:16:12 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 374 MB
2018-04-18 02:16:32 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 374 MB
2018-04-18 02:16:52 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 374 MB
2018-04-18 02:17:12 FINER test.Simulate$MemoryLogger run -- Using 70 MB out of 374 MB
2018-04-18 02:17:32 FINER test.Simulate$MemoryLogger run -- Using 81 MB out of 374 MB
2018-04-18 02:17:52 FINER test.Simulate$MemoryLogger run -- Using 38 MB out of 374 MB
2018-04-18 02:18:12 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 374 MB
2018-04-18 02:18:32 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 374 MB
2018-04-18 02:18:52 FINER test.Simulate$MemoryLogger run -- Using 41 MB out of 374 MB
2018-04-18 02:19:12 FINER test.Simulate$MemoryLogger run -- Using 50 MB out of 374 MB
2018-04-18 02:19:32 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 374 MB
2018-04-18 02:19:52 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 374 MB
2018-04-18 02:20:12 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 374 MB
2018-04-18 02:20:32 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 374 MB
2018-04-18 02:20:52 FINER test.Simulate$MemoryLogger run -- Using 36 MB out of 374 MB
2018-04-18 02:21:12 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 374 MB
2018-04-18 02:21:32 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 374 MB
2018-04-18 02:21:52 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 374 MB
2018-04-18 02:22:12 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 374 MB
2018-04-18 02:22:32 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 374 MB
2018-04-18 02:22:52 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 374 MB
2018-04-18 02:23:12 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 374 MB
2018-04-18 02:23:32 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 374 MB
2018-04-18 02:23:52 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 374 MB
2018-04-18 02:24:12 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 374 MB
2018-04-18 02:24:32 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 374 MB
2018-04-18 02:24:52 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 374 MB
2018-04-18 02:25:12 FINER test.Simulate$MemoryLogger run -- Using 51 MB out of 374 MB
2018-04-18 02:25:32 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 374 MB
2018-04-18 02:25:52 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 374 MB
2018-04-18 02:26:12 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 374 MB
2018-04-18 02:26:32 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 374 MB
2018-04-18 02:26:52 FINER test.Simulate$MemoryLogger run -- Using 70 MB out of 374 MB
2018-04-18 02:27:12 FINER test.Simulate$MemoryLogger run -- Using 84 MB out of 374 MB
2018-04-18 02:27:32 FINER test.Simulate$MemoryLogger run -- Using 38 MB out of 374 MB
2018-04-18 02:27:52 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 374 MB
2018-04-18 02:28:12 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 374 MB
2018-04-18 02:28:32 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 374 MB
2018-04-18 02:28:52 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 374 MB
2018-04-18 02:29:12 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 374 MB
2018-04-18 02:29:32 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 374 MB
2018-04-18 02:29:52 FINER test.Simulate$MemoryLogger run -- Using 84 MB out of 374 MB
2018-04-18 02:30:12 FINER test.Simulate$MemoryLogger run -- Using 88 MB out of 374 MB
2018-04-18 02:30:32 FINER test.Simulate$MemoryLogger run -- Using 51 MB out of 374 MB
2018-04-18 02:30:52 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 374 MB
2018-04-18 02:31:12 FINER test.Simulate$MemoryLogger run -- Using 55 MB out of 374 MB
2018-04-18 02:31:32 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 374 MB
2018-04-18 02:31:52 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 374 MB
2018-04-18 02:32:12 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 374 MB
2018-04-18 02:32:32 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 374 MB
2018-04-18 02:32:52 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 374 MB
2018-04-18 02:33:12 FINER test.Simulate$MemoryLogger run -- Using 88 MB out of 374 MB
2018-04-18 02:33:32 FINER test.Simulate$MemoryLogger run -- Using 89 MB out of 374 MB
2018-04-18 02:33:52 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 374 MB
2018-04-18 02:34:12 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 374 MB
2018-04-18 02:34:32 FINER test.Simulate$MemoryLogger run -- Using 44 MB out of 374 MB
2018-04-18 02:34:52 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 374 MB
2018-04-18 02:35:12 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 374 MB
2018-04-18 02:35:32 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 374 MB
2018-04-18 02:35:52 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 374 MB
2018-04-18 02:36:12 FINER test.Simulate$MemoryLogger run -- Using 97 MB out of 374 MB
2018-04-18 02:36:32 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 374 MB
2018-04-18 02:36:52 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 374 MB
2018-04-18 02:37:12 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 374 MB
2018-04-18 02:37:32 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 374 MB
2018-04-18 02:37:52 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 374 MB
2018-04-18 02:38:12 FINER test.Simulate$MemoryLogger run -- Using 61 MB out of 374 MB
2018-04-18 02:38:32 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 374 MB
2018-04-18 02:38:52 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 374 MB
2018-04-18 02:39:12 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 374 MB
2018-04-18 02:39:32 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 374 MB
2018-04-18 02:39:52 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 374 MB
2018-04-18 02:40:12 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 374 MB
2018-04-18 02:40:32 FINER test.Simulate$MemoryLogger run -- Using 88 MB out of 374 MB
2018-04-18 02:40:52 FINER test.Simulate$MemoryLogger run -- Using 99 MB out of 374 MB
2018-04-18 02:41:12 FINER test.Simulate$MemoryLogger run -- Using 99 MB out of 374 MB
2018-04-18 02:41:32 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 374 MB
2018-04-18 02:41:52 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 374 MB
2018-04-18 02:42:12 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 374 MB
