2018-04-18 01:19:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-18 01:19:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 129 on Area1
2018-04-18 01:20:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 270 on Area1
2018-04-18 01:20:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 406 on Area1
2018-04-18 01:20:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 546 on Area1
2018-04-18 01:21:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 682 on Area1
2018-04-18 01:21:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 822 on Area1
2018-04-18 01:21:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 963 on Area1
2018-04-18 01:22:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1102 on Area1
2018-04-18 01:22:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1247 on Area1
2018-04-18 01:22:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1389 on Area1
2018-04-18 01:23:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1534 on Area1
2018-04-18 01:23:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1682 on Area1
2018-04-18 01:23:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1823 on Area1
2018-04-18 01:24:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1970 on Area1
2018-04-18 01:24:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2113 on Area1
2018-04-18 01:24:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2259 on Area1
2018-04-18 01:25:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2407 on Area1
2018-04-18 01:25:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2556 on Area1
