2018-04-18 15:45:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-18 15:45:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 100 on Area1
2018-04-18 15:46:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 206 on Area1
2018-04-18 15:46:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 312 on Area1
2018-04-18 15:46:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 421 on Area1
2018-04-18 15:47:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 529 on Area1
2018-04-18 15:47:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 639 on Area1
2018-04-18 15:47:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 748 on Area1
2018-04-18 15:48:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 859 on Area1
2018-04-18 15:48:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 967 on Area1
2018-04-18 15:48:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1077 on Area1
2018-04-18 15:49:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1187 on Area1
2018-04-18 15:49:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1297 on Area1
2018-04-18 15:49:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1406 on Area1
2018-04-18 15:50:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1515 on Area1
2018-04-18 15:50:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1626 on Area1
2018-04-18 15:50:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1736 on Area1
2018-04-18 15:51:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1845 on Area1
2018-04-18 15:51:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1955 on Area1
2018-04-18 15:51:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2064 on Area1
2018-04-18 15:52:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2173 on Area1
2018-04-18 15:52:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2283 on Area1
2018-04-18 15:52:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2393 on Area1
2018-04-18 15:53:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2503 on Area1
2018-04-18 15:53:32 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2613 on Area1
2018-04-18 15:53:52 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2722 on Area1
2018-04-18 15:54:12 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2832 on Area1
2018-04-18 15:54:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2943 on Area1
2018-04-18 15:54:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3051 on Area1
2018-04-18 15:55:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3160 on Area1
2018-04-18 15:55:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3271 on Area1
2018-04-18 15:55:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3381 on Area1
2018-04-18 15:56:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3490 on Area1
2018-04-18 15:56:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3600 on Area1
2018-04-18 15:56:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3709 on Area1
2018-04-18 15:57:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3818 on Area1
2018-04-18 15:57:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3927 on Area1
2018-04-18 15:57:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4037 on Area1
2018-04-18 15:58:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4146 on Area1
2018-04-18 15:58:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4256 on Area1
2018-04-18 15:58:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4366 on Area1
2018-04-18 15:59:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4476 on Area1
2018-04-18 15:59:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4586 on Area1
2018-04-18 15:59:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4696 on Area1
2018-04-18 16:00:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4806 on Area1
2018-04-18 16:00:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4916 on Area1
2018-04-18 16:00:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5027 on Area1
