2018-04-18 16:32:40 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 16:33:00 FINER test.Simulate$MemoryLogger run -- Using 238 MB out of 608 MB
2018-04-18 16:33:20 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 683 MB
2018-04-18 16:33:40 FINER test.Simulate$MemoryLogger run -- Using 223 MB out of 691 MB
2018-04-18 16:34:00 FINER test.Simulate$MemoryLogger run -- Using 304 MB out of 702 MB
2018-04-18 16:34:20 FINER test.Simulate$MemoryLogger run -- Using 393 MB out of 723 MB
2018-04-18 16:34:40 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 705 MB
2018-04-18 16:35:00 FINER test.Simulate$MemoryLogger run -- Using 143 MB out of 695 MB
2018-04-18 16:35:20 FINER test.Simulate$MemoryLogger run -- Using 225 MB out of 685 MB
2018-04-18 16:35:40 FINER test.Simulate$MemoryLogger run -- Using 322 MB out of 675 MB
2018-04-18 16:36:00 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 657 MB
2018-04-18 16:36:20 FINER test.Simulate$MemoryLogger run -- Using 199 MB out of 648 MB
2018-04-18 16:36:40 FINER test.Simulate$MemoryLogger run -- Using 333 MB out of 638 MB
2018-04-18 16:37:00 FINER test.Simulate$MemoryLogger run -- Using 159 MB out of 622 MB
2018-04-18 16:37:20 FINER test.Simulate$MemoryLogger run -- Using 306 MB out of 615 MB
2018-04-18 16:37:40 FINER test.Simulate$MemoryLogger run -- Using 180 MB out of 601 MB
2018-04-18 16:38:00 FINER test.Simulate$MemoryLogger run -- Using 81 MB out of 588 MB
2018-04-18 16:38:20 FINER test.Simulate$MemoryLogger run -- Using 263 MB out of 588 MB
2018-04-18 16:38:40 FINER test.Simulate$MemoryLogger run -- Using 199 MB out of 576 MB
2018-04-18 16:39:00 FINER test.Simulate$MemoryLogger run -- Using 156 MB out of 565 MB
2018-04-18 16:39:20 FINER test.Simulate$MemoryLogger run -- Using 135 MB out of 554 MB
2018-04-18 16:39:40 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 544 MB
2018-04-18 16:40:00 FINER test.Simulate$MemoryLogger run -- Using 149 MB out of 535 MB
2018-04-18 16:40:20 FINER test.Simulate$MemoryLogger run -- Using 176 MB out of 526 MB
2018-04-18 16:40:40 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 512 MB
2018-04-18 16:41:00 FINER test.Simulate$MemoryLogger run -- Using 99 MB out of 505 MB
2018-04-18 16:41:20 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 498 MB
2018-04-18 16:41:40 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 491 MB
2018-04-18 16:42:00 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 481 MB
2018-04-18 16:42:20 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 475 MB
2018-04-18 16:42:40 FINER test.Simulate$MemoryLogger run -- Using 44 MB out of 467 MB
2018-04-18 16:43:00 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 461 MB
2018-04-18 16:43:20 FINER test.Simulate$MemoryLogger run -- Using 96 MB out of 455 MB
2018-04-18 16:43:40 FINER test.Simulate$MemoryLogger run -- Using 148 MB out of 449 MB
2018-04-18 16:44:00 FINER test.Simulate$MemoryLogger run -- Using 92 MB out of 443 MB
2018-04-18 16:44:20 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 437 MB
2018-04-18 16:44:40 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 431 MB
2018-04-18 16:45:00 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 426 MB
2018-04-18 16:45:20 FINER test.Simulate$MemoryLogger run -- Using 88 MB out of 422 MB
2018-04-18 16:45:40 FINER test.Simulate$MemoryLogger run -- Using 38 MB out of 417 MB
2018-04-18 16:46:00 FINER test.Simulate$MemoryLogger run -- Using 101 MB out of 413 MB
2018-04-18 16:46:20 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 408 MB
2018-04-18 16:46:40 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 405 MB
2018-04-18 16:47:00 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 402 MB
2018-04-18 16:47:20 FINER test.Simulate$MemoryLogger run -- Using 88 MB out of 399 MB
2018-04-18 16:47:40 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 396 MB
2018-04-18 16:48:00 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 393 MB
2018-04-18 16:48:20 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 390 MB
2018-04-18 16:48:40 FINER test.Simulate$MemoryLogger run -- Using 30 MB out of 387 MB
2018-04-18 16:49:00 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 384 MB
2018-04-18 16:49:20 FINER test.Simulate$MemoryLogger run -- Using 24 MB out of 380 MB
2018-04-18 16:49:40 FINER test.Simulate$MemoryLogger run -- Using 57 MB out of 378 MB
2018-04-18 16:50:00 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 378 MB
2018-04-18 16:50:20 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 378 MB
2018-04-18 16:50:40 FINER test.Simulate$MemoryLogger run -- Using 41 MB out of 378 MB
2018-04-18 16:51:00 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 378 MB
2018-04-18 16:51:20 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 378 MB
2018-04-18 16:51:40 FINER test.Simulate$MemoryLogger run -- Using 26 MB out of 378 MB
2018-04-18 16:52:00 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 378 MB
2018-04-18 16:52:20 FINER test.Simulate$MemoryLogger run -- Using 36 MB out of 378 MB
2018-04-18 16:52:40 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 378 MB
2018-04-18 16:53:00 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 378 MB
2018-04-18 16:53:20 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 378 MB
2018-04-18 16:53:40 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 378 MB
2018-04-18 16:54:00 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 378 MB
2018-04-18 16:54:20 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 378 MB
2018-04-18 16:54:40 FINER test.Simulate$MemoryLogger run -- Using 38 MB out of 378 MB
2018-04-18 16:55:00 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 378 MB
2018-04-18 16:55:20 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 378 MB
2018-04-18 16:55:40 FINER test.Simulate$MemoryLogger run -- Using 24 MB out of 378 MB
2018-04-18 16:56:00 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 378 MB
2018-04-18 16:56:20 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 378 MB
2018-04-18 16:56:40 FINER test.Simulate$MemoryLogger run -- Using 62 MB out of 378 MB
2018-04-18 16:57:00 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 378 MB
2018-04-18 16:57:20 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 378 MB
2018-04-18 16:57:40 FINER test.Simulate$MemoryLogger run -- Using 41 MB out of 378 MB
2018-04-18 16:58:00 FINER test.Simulate$MemoryLogger run -- Using 76 MB out of 378 MB
2018-04-18 16:58:20 FINER test.Simulate$MemoryLogger run -- Using 51 MB out of 378 MB
2018-04-18 16:58:40 FINER test.Simulate$MemoryLogger run -- Using 26 MB out of 378 MB
2018-04-18 16:59:00 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 378 MB
2018-04-18 16:59:20 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 378 MB
2018-04-18 16:59:40 FINER test.Simulate$MemoryLogger run -- Using 70 MB out of 378 MB
2018-04-18 17:00:00 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 378 MB
2018-04-18 17:00:20 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 378 MB
2018-04-18 17:00:40 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 378 MB
