2018-04-18 16:32:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-18 16:33:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 100 on Area1
2018-04-18 16:33:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 206 on Area1
2018-04-18 16:33:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 313 on Area1
2018-04-18 16:34:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 422 on Area1
2018-04-18 16:34:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 531 on Area1
2018-04-18 16:34:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 641 on Area1
2018-04-18 16:35:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 752 on Area1
2018-04-18 16:35:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 861 on Area1
2018-04-18 16:35:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 971 on Area1
2018-04-18 16:36:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1082 on Area1
2018-04-18 16:36:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1192 on Area1
2018-04-18 16:36:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1302 on Area1
2018-04-18 16:37:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1411 on Area1
2018-04-18 16:37:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1520 on Area1
2018-04-18 16:37:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1631 on Area1
2018-04-18 16:38:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1740 on Area1
2018-04-18 16:38:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1850 on Area1
2018-04-18 16:38:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1960 on Area1
2018-04-18 16:39:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2070 on Area1
2018-04-18 16:39:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2179 on Area1
2018-04-18 16:39:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2289 on Area1
2018-04-18 16:40:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2398 on Area1
2018-04-18 16:40:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2507 on Area1
2018-04-18 16:40:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2616 on Area1
2018-04-18 16:41:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2725 on Area1
2018-04-18 16:41:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2836 on Area1
2018-04-18 16:41:44 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2946 on Area1
