2018-04-18 00:46:31 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 00:46:51 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-18 00:47:11 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-18 00:47:31 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-18 00:47:51 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-18 00:48:11 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-18 00:48:31 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-18 00:48:51 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-18 00:49:11 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-18 00:49:31 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-18 00:49:51 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-18 00:50:11 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-18 00:50:31 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-18 00:50:51 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-18 00:51:11 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-18 00:51:31 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-18 00:51:51 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-18 00:52:11 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-18 00:52:31 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-18 00:52:51 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-18 00:53:11 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-18 00:53:31 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-18 00:53:51 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-18 00:54:11 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-18 00:54:31 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-18 00:54:51 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-18 00:55:11 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-18 00:55:31 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-18 00:55:51 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-18 00:56:11 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-18 00:56:31 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-18 00:56:51 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
