2018-04-17 17:28:52 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 17:29:12 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-17 17:29:32 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-17 17:29:52 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 17:30:12 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-17 17:30:32 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-17 17:30:52 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 17:31:12 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 17:31:32 FINER test.Simulate$MemoryLogger run -- Using 162 MB out of 723 MB
2018-04-17 17:31:52 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 17:32:12 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
2018-04-17 17:32:32 FINER test.Simulate$MemoryLogger run -- Using 41 MB out of 723 MB
2018-04-17 17:32:52 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 723 MB
2018-04-17 17:33:12 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 17:33:32 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-17 17:33:52 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 17:34:12 FINER test.Simulate$MemoryLogger run -- Using 105 MB out of 723 MB
2018-04-17 17:34:32 FINER test.Simulate$MemoryLogger run -- Using 116 MB out of 723 MB
2018-04-17 17:34:52 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 723 MB
2018-04-17 17:35:12 FINER test.Simulate$MemoryLogger run -- Using 138 MB out of 723 MB
2018-04-17 17:35:32 FINER test.Simulate$MemoryLogger run -- Using 149 MB out of 723 MB
