2018-04-17 23:02:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 23:02:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 225 on Area1
2018-04-17 23:02:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 448 on Area1
2018-04-17 23:03:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 671 on Area1
2018-04-17 23:03:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 895 on Area1
2018-04-17 23:03:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1118 on Area1
2018-04-17 23:04:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1342 on Area1
2018-04-17 23:04:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1565 on Area1
2018-04-17 23:04:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1788 on Area1
2018-04-17 23:05:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2010 on Area1
2018-04-17 23:05:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2233 on Area1
2018-04-17 23:05:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2456 on Area1
2018-04-17 23:06:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2678 on Area1
2018-04-17 23:06:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2900 on Area1
2018-04-17 23:06:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3122 on Area1
2018-04-17 23:07:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3344 on Area1
2018-04-17 23:07:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3565 on Area1
2018-04-17 23:07:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3786 on Area1
2018-04-17 23:08:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4007 on Area1
2018-04-17 23:08:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4227 on Area1
2018-04-17 23:08:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4447 on Area1
2018-04-17 23:09:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4667 on Area1
2018-04-17 23:09:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4886 on Area1
2018-04-17 23:09:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5104 on Area1
2018-04-17 23:10:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5322 on Area1
2018-04-17 23:10:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5544 on Area1
2018-04-17 23:10:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5766 on Area1
2018-04-17 23:11:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5986 on Area1
2018-04-17 23:11:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6207 on Area1
2018-04-17 23:11:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6429 on Area1
2018-04-17 23:12:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6648 on Area1
2018-04-17 23:12:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6868 on Area1
2018-04-17 23:12:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7088 on Area1
2018-04-17 23:13:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7307 on Area1
2018-04-17 23:13:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7526 on Area1
2018-04-17 23:13:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7745 on Area1
2018-04-17 23:14:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7963 on Area1
2018-04-17 23:14:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8181 on Area1
2018-04-17 23:14:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8399 on Area1
2018-04-17 23:15:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8616 on Area1
2018-04-17 23:15:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8832 on Area1
2018-04-17 23:15:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9049 on Area1
2018-04-17 23:16:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9263 on Area1
2018-04-17 23:16:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9478 on Area1
2018-04-17 23:16:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9695 on Area1
2018-04-17 23:17:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9912 on Area1
2018-04-17 23:17:26 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10130 on Area1
2018-04-17 23:17:46 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10348 on Area1
2018-04-17 23:18:06 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10566 on Area1
2018-04-17 23:18:27 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10784 on Area1
2018-04-17 23:18:47 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 11000 on Area1
2018-04-17 23:19:07 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 11217 on Area1
2018-04-17 23:19:27 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 11433 on Area1
2018-04-17 23:19:47 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 11649 on Area1
2018-04-17 23:20:07 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 11866 on Area1
2018-04-17 23:20:27 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12082 on Area1
2018-04-17 23:20:47 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12297 on Area1
2018-04-17 23:21:07 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12512 on Area1
2018-04-17 23:21:27 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12727 on Area1
2018-04-17 23:21:47 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12941 on Area1
2018-04-17 23:22:07 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 13155 on Area1
2018-04-17 23:22:27 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 13369 on Area1
2018-04-17 23:22:47 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 13581 on Area1
2018-04-17 23:23:07 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 13794 on Area1
2018-04-17 23:23:27 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 14006 on Area1
2018-04-17 23:23:47 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 14217 on Area1
2018-04-17 23:24:07 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 14428 on Area1
2018-04-17 23:24:27 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 14639 on Area1
2018-04-17 23:24:47 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 14848 on Area1
2018-04-17 23:25:07 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 15058 on Area1
