2018-04-17 23:02:06 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 23:02:26 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-17 23:02:46 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-17 23:03:06 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-17 23:03:26 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-17 23:03:46 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-17 23:04:06 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-17 23:04:26 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 23:04:46 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 23:05:06 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-17 23:05:26 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 23:05:46 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-17 23:06:06 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 23:06:26 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-17 23:06:46 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 23:07:06 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-17 23:07:26 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 23:07:46 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 23:08:06 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-17 23:08:26 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-17 23:08:46 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-17 23:09:06 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-17 23:09:26 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-17 23:09:46 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-17 23:10:06 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 23:10:26 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 23:10:46 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-17 23:11:06 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 23:11:26 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 723 MB
2018-04-17 23:11:46 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-17 23:12:06 FINER test.Simulate$MemoryLogger run -- Using 143 MB out of 723 MB
2018-04-17 23:12:26 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 23:12:46 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 23:13:06 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 723 MB
2018-04-17 23:13:26 FINER test.Simulate$MemoryLogger run -- Using 155 MB out of 723 MB
2018-04-17 23:13:46 FINER test.Simulate$MemoryLogger run -- Using 158 MB out of 723 MB
2018-04-17 23:14:06 FINER test.Simulate$MemoryLogger run -- Using 162 MB out of 723 MB
2018-04-17 23:14:26 FINER test.Simulate$MemoryLogger run -- Using 166 MB out of 723 MB
2018-04-17 23:14:46 FINER test.Simulate$MemoryLogger run -- Using 170 MB out of 723 MB
2018-04-17 23:15:06 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 23:15:26 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 23:15:46 FINER test.Simulate$MemoryLogger run -- Using 177 MB out of 723 MB
2018-04-17 23:16:06 FINER test.Simulate$MemoryLogger run -- Using 181 MB out of 723 MB
2018-04-17 23:16:26 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
2018-04-17 23:16:46 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 723 MB
2018-04-17 23:17:06 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 723 MB
2018-04-17 23:17:26 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 723 MB
2018-04-17 23:17:46 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 723 MB
2018-04-17 23:18:06 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 723 MB
