XMI
00 282
05 1032
10 1736
15 2536
20 3206
25 3942
30 4665
35 5401
40 6127


TEMF
00 6797
05 7878
10 8717
15 9549
20 10556
25 11279
30 11637
35 12628
40 13584
