XMI
00 10923
05 102369
10 192813
15 282355
20 372722
25 461070
30 551635
35 641125
40 730766


TEMF
00 261143
05 376642
10 472723
15 620347
20 711096
25 801298
30 840858
35 941617
40 1032838
