XMI
00 513
05 3451
10 6290
15 9098
20 11937
25 14774
30 17603
35 20435
40 23250


TEMF
00 14778
05 20083
10 22262
15 24626
20 28160
25 30611
30 33010
35 35733
40 38274
