XMI
00 99027
05 492002
10 839332
15 1206187
20 1556135
25 1938878
30 2274643
35 2640200
40 3012161


TEMF
00 1166915
05 1491524
10 1917464
15 2227420
20 2592282
25 3213001
30 3443220
35 3761226
40 4158393
