XMI
00 1782
05 13023
10 24121
15 35365
20 46604
25 57851
30 69131
35 80335
40 91579


TEMF
00 44703
05 57988
10 70736
15 81129
20 98660
25 108742
30 113409
35 124064
40 135332
