XMI
00 951
05 6614
10 12250
15 17889
20 23524
25 29149
30 34796
35 40403
40 46027


TEMF
00 24016
05 30603
10 39342
15 44945
20 51249
25 57180
30 63859
35 67960
40 70565
