XMI
00 366916
05 1169106
10 1901801
15 2593309
20 3314437
25 4004108
30 4738122
35 5472523
40 6162228


TEMF
00 2488192
05 3626983
10 4327962
15 4751827
20 6235879
25 6616316
30 7491848
35 8278774
40 9149408
