XMI
00 442
05 1859
10 3288
15 4689
20 6130
25 7553
30 9015
35 10416
40 11849


TEMF
00 9647
05 11741
10 12857
15 14643
20 16637
25 17648
30 19069
35 20435
40 21595
