XMI
00 5456
05 50749
10 95546
15 140750
20 185943
25 230296
30 275191
35 320095
40 364910


TEMF
00 147340
05 190291
10 241259
15 305988
20 364267
25 408314
30 461589
35 473731
40 518188
