XMI
00 2928
05 25722
10 47862
15 70455
20 92725
25 115270
30 137824
35 160084
40 182598


TEMF
00 73479
05 105109
10 122687
15 162200
20 170018
25 207026
30 217767
35 241936
40 263673
