2018-04-18 04:11:16 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 04:11:36 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-18 04:11:56 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-18 04:12:16 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-18 04:12:36 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-18 04:12:56 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-18 04:13:16 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-18 04:13:36 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-18 04:13:56 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-18 04:14:16 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-18 04:14:36 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-18 04:14:56 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-18 04:15:16 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-18 04:15:36 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-18 04:15:56 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-18 04:16:16 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-18 04:16:36 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-18 04:16:56 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-18 04:17:16 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-18 04:17:36 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-18 04:17:56 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-18 04:18:16 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-18 04:18:36 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-18 04:18:56 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-18 04:19:16 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-18 04:19:36 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-18 04:19:56 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-18 04:20:16 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-18 04:20:36 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-18 04:20:56 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-18 04:21:16 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-18 04:21:36 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-18 04:21:56 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-18 04:22:16 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-18 04:22:36 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-18 04:22:56 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-18 04:23:16 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-18 04:23:36 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-18 04:23:56 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 723 MB
2018-04-18 04:24:16 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 723 MB
2018-04-18 04:24:36 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-18 04:24:56 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-18 04:25:16 FINER test.Simulate$MemoryLogger run -- Using 143 MB out of 723 MB
2018-04-18 04:25:36 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-18 04:25:56 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-18 04:26:16 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 723 MB
2018-04-18 04:26:36 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 723 MB
2018-04-18 04:26:56 FINER test.Simulate$MemoryLogger run -- Using 155 MB out of 723 MB
2018-04-18 04:27:16 FINER test.Simulate$MemoryLogger run -- Using 158 MB out of 723 MB
2018-04-18 04:27:36 FINER test.Simulate$MemoryLogger run -- Using 158 MB out of 723 MB
2018-04-18 04:27:56 FINER test.Simulate$MemoryLogger run -- Using 162 MB out of 723 MB
2018-04-18 04:28:16 FINER test.Simulate$MemoryLogger run -- Using 166 MB out of 723 MB
2018-04-18 04:28:36 FINER test.Simulate$MemoryLogger run -- Using 166 MB out of 723 MB
2018-04-18 04:28:56 FINER test.Simulate$MemoryLogger run -- Using 170 MB out of 723 MB
2018-04-18 04:29:16 FINER test.Simulate$MemoryLogger run -- Using 170 MB out of 723 MB
2018-04-18 04:29:36 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-18 04:29:56 FINER test.Simulate$MemoryLogger run -- Using 177 MB out of 723 MB
2018-04-18 04:30:16 FINER test.Simulate$MemoryLogger run -- Using 177 MB out of 723 MB
2018-04-18 04:30:36 FINER test.Simulate$MemoryLogger run -- Using 181 MB out of 723 MB
2018-04-18 04:30:56 FINER test.Simulate$MemoryLogger run -- Using 181 MB out of 723 MB
2018-04-18 04:31:16 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
2018-04-18 04:31:36 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
2018-04-18 04:31:56 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 723 MB
2018-04-18 04:32:16 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 723 MB
2018-04-18 04:32:36 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 723 MB
2018-04-18 04:32:56 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 723 MB
2018-04-18 04:33:16 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 723 MB
2018-04-18 04:33:36 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 723 MB
2018-04-18 04:33:56 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 723 MB
2018-04-18 04:34:16 FINER test.Simulate$MemoryLogger run -- Using 50 MB out of 723 MB
2018-04-18 04:34:36 FINER test.Simulate$MemoryLogger run -- Using 50 MB out of 723 MB
