2018-04-18 04:11:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-18 04:11:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 162 on Area1
2018-04-18 04:11:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 323 on Area1
2018-04-18 04:12:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 483 on Area1
2018-04-18 04:12:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 644 on Area1
2018-04-18 04:12:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 804 on Area1
2018-04-18 04:13:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 965 on Area1
2018-04-18 04:13:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1126 on Area1
2018-04-18 04:13:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1286 on Area1
2018-04-18 04:14:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1446 on Area1
2018-04-18 04:14:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1607 on Area1
2018-04-18 04:14:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1767 on Area1
2018-04-18 04:15:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1928 on Area1
2018-04-18 04:15:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2088 on Area1
2018-04-18 04:15:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2248 on Area1
2018-04-18 04:16:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2408 on Area1
2018-04-18 04:16:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2568 on Area1
2018-04-18 04:16:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2728 on Area1
2018-04-18 04:17:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2888 on Area1
2018-04-18 04:17:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3048 on Area1
2018-04-18 04:17:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3208 on Area1
2018-04-18 04:18:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3368 on Area1
2018-04-18 04:18:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3527 on Area1
2018-04-18 04:18:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3687 on Area1
2018-04-18 04:19:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3846 on Area1
2018-04-18 04:19:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4006 on Area1
2018-04-18 04:19:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4164 on Area1
2018-04-18 04:20:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4324 on Area1
2018-04-18 04:20:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4483 on Area1
2018-04-18 04:20:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4641 on Area1
2018-04-18 04:21:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4800 on Area1
2018-04-18 04:21:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4959 on Area1
2018-04-18 04:21:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5117 on Area1
2018-04-18 04:22:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5276 on Area1
2018-04-18 04:22:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5433 on Area1
2018-04-18 04:22:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5591 on Area1
2018-04-18 04:23:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5749 on Area1
2018-04-18 04:23:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5907 on Area1
2018-04-18 04:23:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6064 on Area1
2018-04-18 04:24:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6222 on Area1
2018-04-18 04:24:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6378 on Area1
2018-04-18 04:24:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6535 on Area1
2018-04-18 04:25:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6692 on Area1
2018-04-18 04:25:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6848 on Area1
2018-04-18 04:25:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7004 on Area1
2018-04-18 04:26:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7162 on Area1
