2018-04-17 23:53:12 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 23:53:32 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 673 MB
2018-04-17 23:53:52 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 698 MB
2018-04-17 23:54:12 FINER test.Simulate$MemoryLogger run -- Using 57 MB out of 729 MB
2018-04-17 23:54:32 FINER test.Simulate$MemoryLogger run -- Using 370 MB out of 713 MB
2018-04-17 23:54:52 FINER test.Simulate$MemoryLogger run -- Using 349 MB out of 692 MB
2018-04-17 23:55:12 FINER test.Simulate$MemoryLogger run -- Using 24 MB out of 664 MB
2018-04-17 23:55:32 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 646 MB
2018-04-17 23:55:52 FINER test.Simulate$MemoryLogger run -- Using 237 MB out of 629 MB
2018-04-17 23:56:12 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 607 MB
2018-04-17 23:56:32 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 588 MB
2018-04-17 23:56:52 FINER test.Simulate$MemoryLogger run -- Using 32 MB out of 576 MB
2018-04-17 23:57:12 FINER test.Simulate$MemoryLogger run -- Using 73 MB out of 555 MB
2018-04-17 23:57:32 FINER test.Simulate$MemoryLogger run -- Using 144 MB out of 545 MB
2018-04-17 23:57:52 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 527 MB
2018-04-17 23:58:12 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 512 MB
2018-04-17 23:58:32 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 499 MB
2018-04-17 23:58:52 FINER test.Simulate$MemoryLogger run -- Using 110 MB out of 487 MB
2018-04-17 23:59:12 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 473 MB
2018-04-17 23:59:32 FINER test.Simulate$MemoryLogger run -- Using 120 MB out of 463 MB
2018-04-17 23:59:52 FINER test.Simulate$MemoryLogger run -- Using 81 MB out of 451 MB
2018-04-18 00:00:12 FINER test.Simulate$MemoryLogger run -- Using 96 MB out of 442 MB
2018-04-18 00:00:32 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 431 MB
2018-04-18 00:00:52 FINER test.Simulate$MemoryLogger run -- Using 37 MB out of 424 MB
2018-04-18 00:01:12 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 417 MB
2018-04-18 00:01:32 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 408 MB
2018-04-18 00:01:52 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 404 MB
2018-04-18 00:02:12 FINER test.Simulate$MemoryLogger run -- Using 62 MB out of 399 MB
2018-04-18 00:02:32 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 394 MB
2018-04-18 00:02:52 FINER test.Simulate$MemoryLogger run -- Using 52 MB out of 389 MB
2018-04-18 00:03:12 FINER test.Simulate$MemoryLogger run -- Using 22 MB out of 383 MB
2018-04-18 00:03:32 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 380 MB
2018-04-18 00:03:52 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 380 MB
2018-04-18 00:04:12 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 380 MB
2018-04-18 00:04:32 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 380 MB
2018-04-18 00:04:52 FINER test.Simulate$MemoryLogger run -- Using 37 MB out of 380 MB
2018-04-18 00:05:12 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 380 MB
2018-04-18 00:05:32 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 380 MB
2018-04-18 00:05:52 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 380 MB
2018-04-18 00:06:12 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 380 MB
2018-04-18 00:06:32 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 380 MB
2018-04-18 00:06:52 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 380 MB
2018-04-18 00:07:12 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 380 MB
2018-04-18 00:07:32 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 380 MB
2018-04-18 00:07:52 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 380 MB
2018-04-18 00:08:12 FINER test.Simulate$MemoryLogger run -- Using 38 MB out of 380 MB
2018-04-18 00:08:32 FINER test.Simulate$MemoryLogger run -- Using 26 MB out of 380 MB
2018-04-18 00:08:52 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 380 MB
2018-04-18 00:09:12 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 380 MB
2018-04-18 00:09:32 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 380 MB
2018-04-18 00:09:52 FINER test.Simulate$MemoryLogger run -- Using 28 MB out of 380 MB
2018-04-18 00:10:12 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 380 MB
2018-04-18 00:10:32 FINER test.Simulate$MemoryLogger run -- Using 37 MB out of 380 MB
2018-04-18 00:10:52 FINER test.Simulate$MemoryLogger run -- Using 52 MB out of 380 MB
2018-04-18 00:11:12 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 380 MB
2018-04-18 00:11:32 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 380 MB
2018-04-18 00:11:52 FINER test.Simulate$MemoryLogger run -- Using 61 MB out of 380 MB
2018-04-18 00:12:12 FINER test.Simulate$MemoryLogger run -- Using 34 MB out of 380 MB
2018-04-18 00:12:32 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 380 MB
2018-04-18 00:12:52 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 380 MB
2018-04-18 00:13:12 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 380 MB
2018-04-18 00:13:32 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 380 MB
2018-04-18 00:13:52 FINER test.Simulate$MemoryLogger run -- Using 32 MB out of 380 MB
2018-04-18 00:14:12 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 380 MB
2018-04-18 00:14:32 FINER test.Simulate$MemoryLogger run -- Using 62 MB out of 380 MB
2018-04-18 00:14:52 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 380 MB
2018-04-18 00:15:12 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 380 MB
2018-04-18 00:15:32 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 380 MB
2018-04-18 00:15:52 FINER test.Simulate$MemoryLogger run -- Using 34 MB out of 380 MB
2018-04-18 00:16:12 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 380 MB
2018-04-18 00:16:32 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 380 MB
2018-04-18 00:16:52 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 380 MB
2018-04-18 00:17:12 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 380 MB
2018-04-18 00:17:32 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 380 MB
2018-04-18 00:17:52 FINER test.Simulate$MemoryLogger run -- Using 85 MB out of 380 MB
2018-04-18 00:18:12 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 380 MB
2018-04-18 00:18:32 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 380 MB
2018-04-18 00:18:52 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 380 MB
2018-04-18 00:19:12 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 380 MB
2018-04-18 00:19:32 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 380 MB
2018-04-18 00:19:52 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 380 MB
2018-04-18 00:20:12 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 380 MB
2018-04-18 00:20:32 FINER test.Simulate$MemoryLogger run -- Using 50 MB out of 380 MB
2018-04-18 00:20:52 FINER test.Simulate$MemoryLogger run -- Using 34 MB out of 380 MB
2018-04-18 00:21:12 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 380 MB
2018-04-18 00:21:32 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 380 MB
2018-04-18 00:21:52 FINER test.Simulate$MemoryLogger run -- Using 89 MB out of 380 MB
2018-04-18 00:22:12 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 380 MB
2018-04-18 00:22:32 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 380 MB
2018-04-18 00:22:52 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 380 MB
2018-04-18 00:23:12 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 380 MB
2018-04-18 00:23:32 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 380 MB
2018-04-18 00:23:52 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 380 MB
2018-04-18 00:24:12 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 380 MB
2018-04-18 00:24:32 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 380 MB
2018-04-18 00:24:52 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 380 MB
2018-04-18 00:25:12 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 380 MB
2018-04-18 00:25:32 FINER test.Simulate$MemoryLogger run -- Using 57 MB out of 380 MB
2018-04-18 00:25:52 FINER test.Simulate$MemoryLogger run -- Using 97 MB out of 380 MB
