2018-04-17 22:55:36 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 22:55:56 FINER test.Simulate$MemoryLogger run -- Using 155 MB out of 695 MB
2018-04-17 22:56:16 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 713 MB
2018-04-17 22:56:36 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 689 MB
2018-04-17 22:56:56 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 669 MB
2018-04-17 22:57:16 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 652 MB
2018-04-17 22:57:36 FINER test.Simulate$MemoryLogger run -- Using 114 MB out of 635 MB
2018-04-17 22:57:56 FINER test.Simulate$MemoryLogger run -- Using 194 MB out of 620 MB
2018-04-17 22:58:16 FINER test.Simulate$MemoryLogger run -- Using 22 MB out of 598 MB
2018-04-17 22:58:36 FINER test.Simulate$MemoryLogger run -- Using 170 MB out of 585 MB
2018-04-17 22:58:56 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 568 MB
2018-04-17 22:59:16 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 558 MB
2018-04-17 22:59:36 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 538 MB
2018-04-17 22:59:56 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 530 MB
2018-04-17 23:00:16 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 514 MB
2018-04-17 23:00:36 FINER test.Simulate$MemoryLogger run -- Using 187 MB out of 500 MB
2018-04-17 23:00:56 FINER test.Simulate$MemoryLogger run -- Using 21 MB out of 487 MB
2018-04-17 23:01:16 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 477 MB
2018-04-17 23:01:36 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 464 MB
2018-04-17 23:01:56 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 454 MB
2018-04-17 23:02:16 FINER test.Simulate$MemoryLogger run -- Using 111 MB out of 445 MB
2018-04-17 23:02:36 FINER test.Simulate$MemoryLogger run -- Using 93 MB out of 436 MB
2018-04-17 23:02:56 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 428 MB
2018-04-17 23:03:16 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 421 MB
2018-04-17 23:03:36 FINER test.Simulate$MemoryLogger run -- Using 112 MB out of 414 MB
2018-04-17 23:03:56 FINER test.Simulate$MemoryLogger run -- Using 89 MB out of 407 MB
2018-04-17 23:04:16 FINER test.Simulate$MemoryLogger run -- Using 32 MB out of 402 MB
2018-04-17 23:04:36 FINER test.Simulate$MemoryLogger run -- Using 93 MB out of 398 MB
2018-04-17 23:04:56 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 393 MB
2018-04-17 23:05:16 FINER test.Simulate$MemoryLogger run -- Using 22 MB out of 388 MB
2018-04-17 23:05:36 FINER test.Simulate$MemoryLogger run -- Using 62 MB out of 383 MB
2018-04-17 23:05:56 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 379 MB
2018-04-17 23:06:16 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 379 MB
2018-04-17 23:06:36 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 379 MB
2018-04-17 23:06:56 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 379 MB
2018-04-17 23:07:16 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 379 MB
2018-04-17 23:07:36 FINER test.Simulate$MemoryLogger run -- Using 41 MB out of 379 MB
2018-04-17 23:07:56 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 379 MB
2018-04-17 23:08:16 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 379 MB
2018-04-17 23:08:36 FINER test.Simulate$MemoryLogger run -- Using 52 MB out of 379 MB
