2018-04-17 19:07:30 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 19:07:50 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-17 19:08:10 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-17 19:08:30 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-17 19:08:50 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-17 19:09:10 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-17 19:09:30 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 19:09:50 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 19:10:10 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-17 19:10:30 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 19:10:50 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 19:11:10 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-17 19:11:30 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-17 19:11:50 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-17 19:12:10 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-17 19:12:30 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 19:12:50 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 19:13:10 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 723 MB
2018-04-17 19:13:30 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-17 19:13:50 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 19:14:10 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 723 MB
2018-04-17 19:14:30 FINER test.Simulate$MemoryLogger run -- Using 158 MB out of 723 MB
2018-04-17 19:14:50 FINER test.Simulate$MemoryLogger run -- Using 162 MB out of 723 MB
2018-04-17 19:15:10 FINER test.Simulate$MemoryLogger run -- Using 166 MB out of 723 MB
2018-04-17 19:15:30 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 19:15:50 FINER test.Simulate$MemoryLogger run -- Using 177 MB out of 723 MB
2018-04-17 19:16:10 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
2018-04-17 19:16:30 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 723 MB
2018-04-17 19:16:50 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 723 MB
2018-04-17 19:17:10 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 723 MB
2018-04-17 19:17:30 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 723 MB
2018-04-17 19:17:50 FINER test.Simulate$MemoryLogger run -- Using 50 MB out of 723 MB
2018-04-17 19:18:10 FINER test.Simulate$MemoryLogger run -- Using 57 MB out of 723 MB
2018-04-17 19:18:30 FINER test.Simulate$MemoryLogger run -- Using 61 MB out of 723 MB
2018-04-17 19:18:50 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
