2018-04-18 21:04:06 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 21:04:26 FINER test.Simulate$MemoryLogger run -- Using 199 MB out of 605 MB
2018-04-18 21:04:46 FINER test.Simulate$MemoryLogger run -- Using 30 MB out of 676 MB
2018-04-18 21:05:06 FINER test.Simulate$MemoryLogger run -- Using 138 MB out of 686 MB
2018-04-18 21:05:26 FINER test.Simulate$MemoryLogger run -- Using 190 MB out of 670 MB
2018-04-18 21:05:46 FINER test.Simulate$MemoryLogger run -- Using 283 MB out of 662 MB
2018-04-18 21:06:06 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 645 MB
2018-04-18 21:06:26 FINER test.Simulate$MemoryLogger run -- Using 139 MB out of 638 MB
2018-04-18 21:06:46 FINER test.Simulate$MemoryLogger run -- Using 243 MB out of 630 MB
2018-04-18 21:07:06 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 616 MB
2018-04-18 21:07:26 FINER test.Simulate$MemoryLogger run -- Using 194 MB out of 610 MB
2018-04-18 21:07:46 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 596 MB
2018-04-18 21:08:06 FINER test.Simulate$MemoryLogger run -- Using 204 MB out of 590 MB
2018-04-18 21:08:26 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 578 MB
2018-04-18 21:08:46 FINER test.Simulate$MemoryLogger run -- Using 21 MB out of 567 MB
2018-04-18 21:09:06 FINER test.Simulate$MemoryLogger run -- Using 193 MB out of 569 MB
2018-04-18 21:09:26 FINER test.Simulate$MemoryLogger run -- Using 143 MB out of 559 MB
2018-04-18 21:09:46 FINER test.Simulate$MemoryLogger run -- Using 108 MB out of 550 MB
2018-04-18 21:10:06 FINER test.Simulate$MemoryLogger run -- Using 92 MB out of 541 MB
2018-04-18 21:10:26 FINER test.Simulate$MemoryLogger run -- Using 101 MB out of 532 MB
2018-04-18 21:10:46 FINER test.Simulate$MemoryLogger run -- Using 118 MB out of 525 MB
2018-04-18 21:11:06 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 517 MB
2018-04-18 21:11:26 FINER test.Simulate$MemoryLogger run -- Using 193 MB out of 510 MB
2018-04-18 21:11:46 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 498 MB
2018-04-18 21:12:06 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 493 MB
2018-04-18 21:12:26 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 487 MB
2018-04-18 21:12:46 FINER test.Simulate$MemoryLogger run -- Using 23 MB out of 478 MB
2018-04-18 21:13:06 FINER test.Simulate$MemoryLogger run -- Using 135 MB out of 474 MB
2018-04-18 21:13:26 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 469 MB
2018-04-18 21:13:46 FINER test.Simulate$MemoryLogger run -- Using 112 MB out of 462 MB
2018-04-18 21:14:06 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 457 MB
2018-04-18 21:14:26 FINER test.Simulate$MemoryLogger run -- Using 30 MB out of 451 MB
