2018-04-18 08:35:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-18 08:36:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 102 on Area1
2018-04-18 08:36:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 217 on Area1
2018-04-18 08:36:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 330 on Area1
2018-04-18 08:37:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 444 on Area1
2018-04-18 08:37:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 561 on Area1
2018-04-18 08:37:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 682 on Area1
2018-04-18 08:38:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 800 on Area1
2018-04-18 08:38:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 924 on Area1
2018-04-18 08:38:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1049 on Area1
2018-04-18 08:39:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1173 on Area1
2018-04-18 08:39:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1297 on Area1
2018-04-18 08:39:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1421 on Area1
2018-04-18 08:40:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1539 on Area1
2018-04-18 08:40:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1662 on Area1
2018-04-18 08:40:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1786 on Area1
2018-04-18 08:41:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1910 on Area1
2018-04-18 08:41:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2033 on Area1
2018-04-18 08:41:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2155 on Area1
2018-04-18 08:42:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2277 on Area1
2018-04-18 08:42:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2400 on Area1
2018-04-18 08:42:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2524 on Area1
2018-04-18 08:43:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2647 on Area1
2018-04-18 08:43:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2770 on Area1
2018-04-18 08:43:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2892 on Area1
2018-04-18 08:44:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3015 on Area1
2018-04-18 08:44:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3140 on Area1
2018-04-18 08:44:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3263 on Area1
2018-04-18 08:45:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3387 on Area1
2018-04-18 08:45:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3512 on Area1
2018-04-18 08:45:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3635 on Area1
2018-04-18 08:46:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3759 on Area1
2018-04-18 08:46:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3883 on Area1
2018-04-18 08:46:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4006 on Area1
2018-04-18 08:47:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4128 on Area1
2018-04-18 08:47:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4253 on Area1
2018-04-18 08:47:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4375 on Area1
2018-04-18 08:48:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4498 on Area1
2018-04-18 08:48:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4620 on Area1
2018-04-18 08:48:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4742 on Area1
2018-04-18 08:49:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4867 on Area1
2018-04-18 08:49:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4990 on Area1
2018-04-18 08:49:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5113 on Area1
2018-04-18 08:50:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5237 on Area1
2018-04-18 08:50:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5355 on Area1
2018-04-18 08:50:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5475 on Area1
2018-04-18 08:51:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5598 on Area1
2018-04-18 08:51:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5722 on Area1
2018-04-18 08:51:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5842 on Area1
2018-04-18 08:52:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5964 on Area1
2018-04-18 08:52:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6087 on Area1
2018-04-18 08:52:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6210 on Area1
2018-04-18 08:53:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6333 on Area1
2018-04-18 08:53:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6456 on Area1
2018-04-18 08:53:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6580 on Area1
2018-04-18 08:54:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6703 on Area1
2018-04-18 08:54:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6826 on Area1
2018-04-18 08:54:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6949 on Area1
2018-04-18 08:55:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7072 on Area1
2018-04-18 08:55:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7195 on Area1
2018-04-18 08:55:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7316 on Area1
2018-04-18 08:56:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7439 on Area1
2018-04-18 08:56:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7562 on Area1
2018-04-18 08:56:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7684 on Area1
2018-04-18 08:57:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7807 on Area1
2018-04-18 08:57:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7930 on Area1
2018-04-18 08:57:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8053 on Area1
2018-04-18 08:58:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8176 on Area1
2018-04-18 08:58:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8300 on Area1
2018-04-18 08:58:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8420 on Area1
2018-04-18 08:59:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8544 on Area1
2018-04-18 08:59:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8666 on Area1
2018-04-18 08:59:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8788 on Area1
2018-04-18 09:00:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8912 on Area1
2018-04-18 09:00:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9033 on Area1
2018-04-18 09:00:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9156 on Area1
2018-04-18 09:01:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9277 on Area1
2018-04-18 09:01:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9395 on Area1
2018-04-18 09:01:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9515 on Area1
2018-04-18 09:02:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9634 on Area1
2018-04-18 09:02:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9756 on Area1
2018-04-18 09:02:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9880 on Area1
2018-04-18 09:03:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10001 on Area1
2018-04-18 09:03:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10122 on Area1
2018-04-18 09:03:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10240 on Area1
2018-04-18 09:03:43 FINE tll.impl.internal.InternalAreaImpl$IterationLogger run -- Last iteration was 10240
