2018-04-18 08:35:39 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 08:35:59 FINER test.Simulate$MemoryLogger run -- Using 255 MB out of 613 MB
2018-04-18 08:36:19 FINER test.Simulate$MemoryLogger run -- Using 150 MB out of 691 MB
2018-04-18 08:36:39 FINER test.Simulate$MemoryLogger run -- Using 267 MB out of 654 MB
2018-04-18 08:36:59 FINER test.Simulate$MemoryLogger run -- Using 99 MB out of 637 MB
2018-04-18 08:37:19 FINER test.Simulate$MemoryLogger run -- Using 260 MB out of 629 MB
2018-04-18 08:37:39 FINER test.Simulate$MemoryLogger run -- Using 156 MB out of 614 MB
2018-04-18 08:37:59 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 600 MB
2018-04-18 08:38:19 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 587 MB
2018-04-18 08:38:39 FINER test.Simulate$MemoryLogger run -- Using 22 MB out of 574 MB
2018-04-18 08:38:59 FINER test.Simulate$MemoryLogger run -- Using 36 MB out of 570 MB
2018-04-18 08:39:19 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 560 MB
2018-04-18 08:39:39 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 550 MB
2018-04-18 08:39:59 FINER test.Simulate$MemoryLogger run -- Using 175 MB out of 540 MB
2018-04-18 08:40:19 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 522 MB
2018-04-18 08:40:39 FINER test.Simulate$MemoryLogger run -- Using 156 MB out of 514 MB
2018-04-18 08:40:59 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 508 MB
2018-04-18 08:41:19 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 494 MB
2018-04-18 08:41:39 FINER test.Simulate$MemoryLogger run -- Using 52 MB out of 488 MB
2018-04-18 08:41:59 FINER test.Simulate$MemoryLogger run -- Using 62 MB out of 478 MB
2018-04-18 08:42:19 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 472 MB
2018-04-18 08:42:39 FINER test.Simulate$MemoryLogger run -- Using 26 MB out of 463 MB
2018-04-18 08:42:59 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 456 MB
2018-04-18 08:43:19 FINER test.Simulate$MemoryLogger run -- Using 88 MB out of 448 MB
2018-04-18 08:43:39 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 442 MB
2018-04-18 08:43:59 FINER test.Simulate$MemoryLogger run -- Using 112 MB out of 436 MB
2018-04-18 08:44:19 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 429 MB
2018-04-18 08:44:39 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 423 MB
2018-04-18 08:44:59 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 418 MB
2018-04-18 08:45:19 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 413 MB
2018-04-18 08:45:39 FINER test.Simulate$MemoryLogger run -- Using 101 MB out of 408 MB
2018-04-18 08:45:59 FINER test.Simulate$MemoryLogger run -- Using 91 MB out of 404 MB
2018-04-18 08:46:19 FINER test.Simulate$MemoryLogger run -- Using 99 MB out of 401 MB
2018-04-18 08:46:39 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 397 MB
2018-04-18 08:46:59 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 394 MB
2018-04-18 08:47:19 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 391 MB
2018-04-18 08:47:39 FINER test.Simulate$MemoryLogger run -- Using 20 MB out of 387 MB
2018-04-18 08:47:59 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 383 MB
2018-04-18 08:48:19 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 379 MB
2018-04-18 08:48:39 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 378 MB
2018-04-18 08:48:59 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 378 MB
2018-04-18 08:49:19 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 378 MB
2018-04-18 08:49:39 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 378 MB
2018-04-18 08:49:59 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 378 MB
2018-04-18 08:50:19 FINER test.Simulate$MemoryLogger run -- Using 65 MB out of 378 MB
2018-04-18 08:50:39 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 378 MB
2018-04-18 08:50:59 FINER test.Simulate$MemoryLogger run -- Using 51 MB out of 378 MB
2018-04-18 08:51:19 FINER test.Simulate$MemoryLogger run -- Using 28 MB out of 378 MB
2018-04-18 08:51:39 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 378 MB
2018-04-18 08:51:59 FINER test.Simulate$MemoryLogger run -- Using 80 MB out of 378 MB
2018-04-18 08:52:19 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 378 MB
