2018-04-18 20:12:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-18 20:12:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 89 on Area1
2018-04-18 20:12:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 181 on Area1
2018-04-18 20:13:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 276 on Area1
2018-04-18 20:13:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 376 on Area1
2018-04-18 20:13:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 475 on Area1
2018-04-18 20:14:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 574 on Area1
2018-04-18 20:14:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 673 on Area1
2018-04-18 20:14:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 774 on Area1
2018-04-18 20:15:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 873 on Area1
2018-04-18 20:15:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 972 on Area1
2018-04-18 20:15:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1073 on Area1
2018-04-18 20:16:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1172 on Area1
2018-04-18 20:16:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1272 on Area1
2018-04-18 20:16:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1373 on Area1
2018-04-18 20:17:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1473 on Area1
2018-04-18 20:17:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1574 on Area1
2018-04-18 20:17:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1675 on Area1
2018-04-18 20:18:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1775 on Area1
2018-04-18 20:18:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1874 on Area1
2018-04-18 20:18:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1974 on Area1
2018-04-18 20:19:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2074 on Area1
2018-04-18 20:19:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2175 on Area1
2018-04-18 20:19:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2275 on Area1
2018-04-18 20:20:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2375 on Area1
2018-04-18 20:20:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2475 on Area1
2018-04-18 20:20:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2576 on Area1
2018-04-18 20:21:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2676 on Area1
2018-04-18 20:21:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2777 on Area1
2018-04-18 20:21:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2878 on Area1
2018-04-18 20:22:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2977 on Area1
2018-04-18 20:22:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3078 on Area1
2018-04-18 20:22:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3178 on Area1
2018-04-18 20:23:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3278 on Area1
2018-04-18 20:23:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3379 on Area1
2018-04-18 20:23:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3479 on Area1
2018-04-18 20:24:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3579 on Area1
2018-04-18 20:24:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3679 on Area1
2018-04-18 20:24:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3778 on Area1
