2018-04-17 20:33:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 20:34:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 197 on Area1
2018-04-17 20:34:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 397 on Area1
2018-04-17 20:34:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 609 on Area1
2018-04-17 20:35:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 825 on Area1
2018-04-17 20:35:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1050 on Area1
2018-04-17 20:35:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1273 on Area1
2018-04-17 20:36:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1497 on Area1
2018-04-17 20:36:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1722 on Area1
2018-04-17 20:36:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1944 on Area1
2018-04-17 20:37:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2171 on Area1
2018-04-17 20:37:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2394 on Area1
2018-04-17 20:37:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2611 on Area1
2018-04-17 20:38:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2837 on Area1
2018-04-17 20:38:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3062 on Area1
2018-04-17 20:38:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3291 on Area1
2018-04-17 20:39:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3515 on Area1
2018-04-17 20:39:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3744 on Area1
2018-04-17 20:39:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3969 on Area1
2018-04-17 20:40:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4194 on Area1
2018-04-17 20:40:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4424 on Area1
2018-04-17 20:40:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4648 on Area1
2018-04-17 20:41:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4869 on Area1
2018-04-17 20:41:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5091 on Area1
2018-04-17 20:41:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5304 on Area1
2018-04-17 20:42:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5508 on Area1
2018-04-17 20:42:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5728 on Area1
2018-04-17 20:42:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5948 on Area1
2018-04-17 20:43:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6153 on Area1
2018-04-17 20:43:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6368 on Area1
2018-04-17 20:43:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6576 on Area1
2018-04-17 20:44:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6791 on Area1
2018-04-17 20:44:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7012 on Area1
2018-04-17 20:44:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7229 on Area1
2018-04-17 20:45:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7451 on Area1
2018-04-17 20:45:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7672 on Area1
2018-04-17 20:45:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7873 on Area1
2018-04-17 20:46:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8082 on Area1
2018-04-17 20:46:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8300 on Area1
2018-04-17 20:46:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8525 on Area1
2018-04-17 20:47:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8729 on Area1
2018-04-17 20:47:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8945 on Area1
2018-04-17 20:47:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9168 on Area1
2018-04-17 20:48:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9390 on Area1
2018-04-17 20:48:30 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9615 on Area1
2018-04-17 20:48:50 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9837 on Area1
2018-04-17 20:49:10 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10060 on Area1
