2018-04-17 22:29:43 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 22:30:03 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-17 22:30:23 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-17 22:30:43 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-17 22:31:03 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-17 22:31:23 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-17 22:31:43 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-17 22:32:03 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 22:32:23 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 22:32:43 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-17 22:33:03 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 22:33:23 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-17 22:33:43 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 22:34:03 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-17 22:34:23 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 22:34:43 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-17 22:35:03 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 22:35:23 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 22:35:43 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-17 22:36:03 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-17 22:36:23 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-17 22:36:43 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-17 22:37:03 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-17 22:37:23 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-17 22:37:43 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 22:38:03 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 22:38:23 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-17 22:38:43 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 22:39:03 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 723 MB
2018-04-17 22:39:23 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-17 22:39:43 FINER test.Simulate$MemoryLogger run -- Using 143 MB out of 723 MB
