2018-04-17 18:38:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 18:39:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 239 on Area1
2018-04-17 18:39:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 495 on Area1
2018-04-17 18:39:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 768 on Area1
2018-04-17 18:40:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1055 on Area1
2018-04-17 18:40:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1339 on Area1
2018-04-17 18:40:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1619 on Area1
2018-04-17 18:41:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1904 on Area1
2018-04-17 18:41:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2183 on Area1
2018-04-17 18:41:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2469 on Area1
2018-04-17 18:42:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2752 on Area1
2018-04-17 18:42:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3037 on Area1
2018-04-17 18:42:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3325 on Area1
2018-04-17 18:43:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3601 on Area1
2018-04-17 18:43:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3885 on Area1
2018-04-17 18:43:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4170 on Area1
2018-04-17 18:44:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4453 on Area1
2018-04-17 18:44:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4742 on Area1
2018-04-17 18:44:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5028 on Area1
2018-04-17 18:45:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5311 on Area1
2018-04-17 18:45:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5591 on Area1
2018-04-17 18:45:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5870 on Area1
2018-04-17 18:46:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6153 on Area1
2018-04-17 18:46:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6436 on Area1
2018-04-17 18:46:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6720 on Area1
2018-04-17 18:47:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7003 on Area1
2018-04-17 18:47:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7287 on Area1
2018-04-17 18:47:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7573 on Area1
2018-04-17 18:48:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7841 on Area1
2018-04-17 18:48:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8101 on Area1
2018-04-17 18:48:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8376 on Area1
2018-04-17 18:49:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8643 on Area1
2018-04-17 18:49:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8918 on Area1
2018-04-17 18:49:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9194 on Area1
2018-04-17 18:50:03 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9473 on Area1
2018-04-17 18:50:23 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9757 on Area1
2018-04-17 18:50:43 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10040 on Area1
