2018-04-17 18:53:09 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 18:53:29 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 367 on Area1
2018-04-17 18:53:49 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 734 on Area1
2018-04-17 18:54:09 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1101 on Area1
2018-04-17 18:54:29 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1467 on Area1
2018-04-17 18:54:49 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1832 on Area1
2018-04-17 18:55:09 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2198 on Area1
2018-04-17 18:55:29 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2563 on Area1
2018-04-17 18:55:49 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2927 on Area1
2018-04-17 18:56:09 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3291 on Area1
2018-04-17 18:56:29 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3654 on Area1
2018-04-17 18:56:49 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4016 on Area1
2018-04-17 18:57:09 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4378 on Area1
2018-04-17 18:57:29 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4738 on Area1
2018-04-17 18:57:49 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5098 on Area1
