XMI
1524252237 1524252237 8571 59
1524252257 1524252257 13809 138
1524252277 1524252277 16277 60
1524252297 1524252297 18484 93
1524252317 1524252317 20976 130
1524252337 1524252337 22580 154
1524252357 1524252357 24098 63
1524252377 1524252377 25803 88
1524252397 1524252397 27203 111
1524252417 1524252417 28527 128
1524252437 1524252437 30095 153
1524252457 1524252457 31302 57
1524252477 1524252477 32605 75
1524252497 1524252497 34108 98
1524252517 1524252517 35325 115
1524252537 1524252537 36482 133
1524252557 1524252557 37813 153
1524252577 1524252577 38867 168
1524252597 1524252597 39870 183
1524252617 1524252617 41104 89
1524252637 1524252637 42122 104
1524252657 1524252657 43094 118
1524252677 1524252677 44248 136
1524252697 1524252697 45217 148
1524252717 1524252717 46161 163
1524252737 1524252737 47251 178
1524252757 1524252757 48134 192
1524252777 1524252777 49033 93
1524252797 1524252797 50087 109
1524252817 1524252817 50952 121
1524252837 1524252837 51788 134
1524252857 1524252857 52762 148
1524252877 1524252877 53591 160
1524252897 1524252897 54459 103
1524252917 1524252917 55464 117
1524252937 1524252937 56289 130
1524252957 1524252957 57087 143
1524252977 1524252977 58018 157
1524252997 1524252997 58777 168
1524253017 1524253017 59574 113
1524253037 1524253037 60501 126
1524253057 1524253057 61264 137
1524253077 1524253077 62012 148
1524253097 1524253097 62913 161
1524253117 1524253117 63651 172
1524253137 1524253137 64337 114
1524253157 1524253157 65168 126
1524253177 1524253177 65859 137
1524253197 1524253197 66543 147
1524253217 1524253217 67346 158
1524253237 1524253238 68003 169
1524253257 1524253258 68645 178
1524253277 1524253278 69425 123
1524253297 1524253298 70075 132
1524253317 1524253318 70713 141
1524253337 1524253338 71487 152
1524253357 1524253358 72134 163
1524253377 1524253378 72772 172
1524253397 1524253398 73526 182
1524253417 1524253418 74141 191
1524253437 1524253438 74775 135
1524253457 1524253458 75521 146
1524253477 1524253478 76137 156
1524253497 1524253498 76741 165
1524253517 1524253518 77453 175
1524253537 1524253538 78037 184
1524253557 1524253558 78615 192
1524253577 1524253578 79311 137
1524253597 1524253598 79889 146
1524253617 1524253618 80469 155
1524253637 1524253638 81164 165
1524253657 1524253658 81737 173


TEMF
1524263747 1524263751 234 37
1524263767 1524263771 521 77
1524263787 1524263791 840 31
1524263807 1524263811 1171 100
1524263827 1524263831 1496 56
1524263847 1524263851 1827 97
1524263867 1524263871 2161 85
1524263887 1524263891 2492 36
1524263907 1524263911 2825 23
1524263927 1524263931 3159 20
1524263947 1524263951 3492 52
1524263967 1524263971 3827 56
1524263987 1524263991 4161 23
1524264007 1524264011 4495 61
1524264027 1524264031 4831 61
1524264047 1524264051 5163 44
1524264067 1524264071 5493 21
1524264087 1524264091 5825 51
1524264107 1524264111 6155 30
1524264127 1524264131 6483 48
1524264147 1524264151 6809 57
1524264167 1524264171 7138 30
1524264187 1524264191 7469 56
1524264207 1524264211 7798 33
1524264227 1524264231 8129 54
1524264247 1524264251 8460 34
1524264267 1524264271 8794 25
1524264287 1524264291 9125 58
1524264307 1524264311 9458 46
1524264327 1524264331 9787 73
1524264347 1524264351 10117 52
1524264367 1524264371 10453 39
1524264387 1524264391 10783 72
1524264407 1524264411 11115 55
1524264427 1524264431 11443 74
1524264447 1524264451 11776 61
1524264467 1524264471 12108 40
1524264487 1524264491 12441 28
1524264507 1524264512 12772 55
1524264527 1524264532 13106 41
1524264547 1524264552 13438 43
1524264567 1524264572 13761 55
1524264587 1524264592 14095 57
1524264607 1524264612 14428 49
1524264627 1524264632 14762 38
1524264647 1524264652 15093 69
1524264667 1524264672 15425 81
1524264687 1524264692 15758 47
1524264707 1524264712 16090 77
1524264727 1524264732 16419 52
1524264748 1524264752 16750 79
1524264768 1524264772 17077 57
1524264788 1524264792 17403 40
1524264808 1524264812 17734 51
1524264828 1524264832 18064 73
1524264848 1524264852 18399 71
1524264868 1524264872 18727 37
1524264888 1524264892 19056 40
1524264908 1524264912 19390 80
1524264928 1524264932 19723 67
1524264948 1524264952 20051 52
1524264968 1524264972 20385 84
1524264988 1524264992 20713 54
1524265008 1524265012 21046 36
1524265028 1524265032 21373 58
1524265048 1524265052 21702 56
1524265068 1524265072 22033 54
1524265088 1524265092 22362 76
1524265108 1524265112 22687 70
1524265128 1524265132 23016 78
1524265148 1524265152 23343 46
1524265168 1524265172 23671 73
1524265188 1524265192 24001 64
1524265208 1524265212 24325 44
1524265228 1524265232 24655 42
1524265248 1524265252 24983 41
1524265268 1524265272 25305 65
1524265288 1524265292 25637 69
1524265308 1524265312 25967 80
1524265328 1524265332 26289 59
1524265348 1524265352 26620 52
1524265368 1524265372 26946 55
1524265388 1524265392 27277 62
1524265408 1524265412 27607 71
1524265428 1524265432 27938 101
1524265448 1524265452 28268 97
1524265468 1524265472 28597 46
1524265488 1524265492 28928 45
1524265508 1524265512 29259 79
1524265528 1524265532 29589 86
1524265548 1524265552 29918 61
1524265568 1524265572 30249 57
1524265588 1524265592 30577 78
1524265608 1524265612 30909 56
1524265628 1524265632 31239 59
1524265648 1524265652 31561 89
1524265668 1524265672 31887 91
1524265688 1524265692 32213 60
1524265708 1524265712 32537 89
1524265728 1524265732 32861 60
1524265748 1524265752 33188 53
1524265768 1524265772 33515 94
1524265788 1524265792 33843 71
1524265808 1524265812 34171 51
1524265828 1524265832 34493 52
1524265848 1524265852 34820 60
1524265868 1524265872 35145 56
1524265888 1524265892 35427 59
1524265908 1524265912 35664 89
1524265928 1524265932 35900 85
1524265948 1524265952 36137 59
1524265968 1524265972 36376 53
1524265988 1524265992 36613 96
1524266008 1524266012 36852 90
1524266028 1524266032 37090 80
1524266048 1524266052 37327 69
1524266068 1524266072 37567 100
1524266088 1524266092 37807 100
1524266108 1524266112 38044 92
1524266128 1524266132 38283 86
1524266148 1524266152 38518 79
1524266168 1524266172 38758 56
1524266188 1524266192 38997 56
1524266208 1524266212 39237 105
1524266228 1524266232 39473 91
1524266248 1524266252 39714 98
1524266268 1524266272 39950 84
1524266288 1524266292 40188 75
1524266308 1524266312 40428 72
1524266328 1524266332 40665 65
1524266348 1524266352 40900 92
1524266368 1524266372 41138 84
1524266388 1524266392 41376 82
1524266408 1524266412 41615 73
1524266428 1524266432 41853 67
1524266448 1524266452 42092 60
1524266468 1524266472 42329 99
1524266488 1524266492 42566 93
1524266508 1524266512 42802 76
1524266528 1524266532 43035 90
1524266548 1524266552 43270 71
1524266568 1524266572 43509 65
1524266588 1524266592 43745 104
1524266608 1524266612 43984 97
1524266628 1524266632 44219 80
1524266648 1524266652 44455 61
1524266668 1524266672 44690 77
1524266688 1524266692 44926 105
1524266708 1524266712 45161 87
1524266728 1524266732 45397 70
1524266748 1524266752 45633 104
1524266768 1524266772 45871 70
1524266788 1524266792 46107 107
1524266808 1524266812 46344 92
1524266828 1524266832 46579 73
1524266848 1524266852 46814 89
1524266868 1524266872 47051 102
1524266888 1524266892 47286 83
1524266908 1524266912 47524 71
1524266928 1524266932 47760 105
1524266948 1524266952 47997 91
1524266968 1524266972 48236 87
1524266988 1524266992 48470 64
1524267008 1524267012 48705 98
1524267028 1524267032 48942 100
1524267048 1524267052 49180 87
1524267068 1524267072 49416 72
1524267088 1524267092 49650 99
1524267108 1524267112 49884 75
1524267128 1524267132 50119 106
1524267148 1524267152 50356 84
1524267168 1524267172 50590 78
1524267188 1524267192 50828 84
1524267208 1524267212 51065 68
1524267228 1524267232 51300 101
1524267248 1524267252 51537 89
1524267268 1524267272 51772 78
1524267288 1524267292 52009 104
1524267308 1524267312 52244 90
1524267328 1524267332 52481 72
1524267348 1524267352 52706 102
1524267368 1524267372 52894 84
1524267388 1524267392 53082 116
1524267408 1524267412 53268 92
1524267428 1524267432 53452 108
1524267448 1524267452 53637 83
1524267468 1524267472 53824 109
1524267488 1524267492 54009 83
1524267508 1524267512 54196 108
1524267528 1524267532 54380 75
1524267548 1524267552 54566 100
1524267568 1524267572 54750 72
1524267588 1524267592 54936 97
1524267608 1524267612 55122 71
1524267628 1524267632 55307 98
1524267648 1524267652 55491 111
1524267668 1524267672 55676 81
1524267688 1524267692 55860 98
1524267708 1524267712 56044 121
1524267728 1524267732 56227 77
1524267748 1524267752 56412 100
1524267768 1524267772 56597 120
1524267788 1524267792 56781 87
1524267808 1524267812 56966 108
1524267828 1524267832 57151 77
1524267848 1524267852 57336 98
1524267868 1524267872 57521 120
1524267888 1524267892 57705 87
1524267908 1524267912 57887 98
1524267928 1524267932 58071 116
1524267948 1524267952 58254 74
1524267968 1524267972 58440 98
1524267988 1524267992 58625 120
1524268008 1524268012 58807 83
1524268028 1524268032 58991 97
1524268048 1524268052 59175 112
1524268068 1524268072 59359 80
1524268088 1524268092 59543 102
1524268108 1524268112 59728 118
1524268128 1524268132 59911 82
1524268148 1524268152 60096 101
1524268168 1524268172 60280 121
1524268188 1524268192 60464 82
1524268208 1524268212 60648 105
1524268228 1524268232 60830 115
1524268248 1524268252 61012 120
1524268268 1524268272 61196 86
1524268288 1524268292 61381 108
1524268308 1524268312 61567 81
1524268328 1524268332 61747 86
1524268348 1524268352 61931 100
1524268368 1524268372 62116 119
1524268388 1524268392 62299 82
1524268408 1524268412 62483 101
1524268428 1524268432 62668 121
1524268448 1524268452 62852 87
1524268468 1524268472 63035 102
1524268488 1524268492 63220 122
1524268508 1524268512 63403 84
1524268528 1524268532 63588 104
1524268548 1524268552 63773 125
1524268568 1524268572 63955 89
1524268588 1524268592 64138 98
1524268608 1524268612 64320 114
1524268628 1524268632 64501 119
1524268648 1524268652 64683 123
1524268668 1524268672 64865 80
1524268688 1524268692 65048 90
1524268708 1524268712 65231 102
1524268728 1524268732 65415 117
1524268748 1524268752 65599 83
1524268768 1524268772 65782 101
1524268788 1524268792 65965 114
1524268808 1524268812 66147 119
1524268828 1524268832 66330 81
1524268848 1524268852 66512 95
1524268868 1524268872 66695 102
1524268888 1524268892 66878 116
1524268908 1524268912 67061 130
1524268928 1524268932 67240 128
1524268948 1524268952 67424 92
1524268968 1524268972 67606 103
1524268988 1524268992 67789 112
1524269008 1524269012 67972 126
1524269028 1524269032 68154 85
1524269048 1524269052 68337 97
1524269068 1524269072 68519 106
1524269088 1524269092 68703 122
1524269108 1524269112 68887 88
1524269128 1524269132 69068 97
1524269148 1524269152 69253 113
1524269168 1524269172 69436 127
1524269188 1524269192 69618 86
1524269208 1524269212 69802 103
1524269228 1524269232 69983 112
1524269248 1524269252 70166 122
1524269268 1524269272 70349 84
1524269288 1524269292 70532 95
1524269308 1524269312 70716 111
1524269328 1524269332 70898 100
1524269348 1524269352 71082 115
1524269368 1524269372 71263 124
1524269388 1524269392 71445 132
1524269408 1524269412 71628 92
1524269428 1524269432 71810 103
1524269448 1524269452 71995 119
1524269468 1524269472 72179 135
1524269488 1524269492 72363 103
1524269508 1524269512 72545 114
1524269528 1524269532 72724 115
1524269548 1524269552 72907 122
1524269568 1524269572 73091 87
1524269588 1524269592 73273 98
1524269608 1524269612 73456 112
1524269628 1524269632 73639 122
1524269648 1524269652 73820 130
1524269668 1524269672 74001 111
1524269688 1524269692 74185 128
1524269708 1524269712 74368 88
1524269728 1524269732 74550 96
1524269748 1524269752 74732 105
1524269768 1524269772 74915 116
1524269788 1524269792 75097 129
1524269808 1524269812 75280 91
1524269828 1524269832 75460 88
1524269848 1524269852 75641 94
1524269868 1524269872 75823 104
1524269888 1524269892 76006 113
1524269908 1524269912 76188 123
1524269928 1524269932 76372 89
1524269948 1524269952 76554 100
1524269968 1524269972 76734 99
1524269988 1524269992 76916 112
1524270008 1524270012 77098 116
1524270028 1524270032 77280 101
1524270048 1524270052 77463 112
1524270068 1524270072 77645 125
1524270088 1524270092 77827 135
1524270108 1524270112 78012 101
1524270128 1524270132 78191 102
1524270148 1524270152 78374 114
1524270168 1524270172 78558 129
1524270188 1524270192 78740 136
1524270208 1524270212 78922 94
1524270228 1524270232 79103 102
1524270248 1524270252 79284 110
1524270268 1524270272 79469 101
1524270288 1524270292 79651 112
1524270308 1524270312 79835 126
1524270328 1524270332 80018 141
1524270348 1524270352 80202 109
1524270368 1524270372 80384 115
1524270388 1524270392 80567 126
1524270408 1524270412 80749 136
1524270428 1524270432 80931 93
1524270448 1524270452 81113 105
1524270469 1524270472 81295 114
1524270489 1524270492 81477 120
1524270509 1524270512 81659 130
1524270529 1524270532 81841 139
1524270549 1524270552 81920 89
