2018-04-17 18:57:55 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 18:58:15 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-17 18:58:35 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-17 18:58:55 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-17 18:59:15 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-17 18:59:35 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-17 18:59:55 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 19:00:15 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 19:00:35 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-17 19:00:55 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 19:01:15 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 19:01:35 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-17 19:01:55 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-17 19:02:15 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-17 19:02:35 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-17 19:02:55 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 19:03:15 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 19:03:35 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 723 MB
2018-04-17 19:03:55 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-17 19:04:15 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 19:04:35 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 723 MB
2018-04-17 19:04:55 FINER test.Simulate$MemoryLogger run -- Using 158 MB out of 723 MB
2018-04-17 19:05:15 FINER test.Simulate$MemoryLogger run -- Using 162 MB out of 723 MB
2018-04-17 19:05:35 FINER test.Simulate$MemoryLogger run -- Using 166 MB out of 723 MB
2018-04-17 19:05:55 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 19:06:15 FINER test.Simulate$MemoryLogger run -- Using 177 MB out of 723 MB
2018-04-17 19:06:35 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
2018-04-17 19:06:55 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 723 MB
2018-04-17 19:07:15 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 723 MB
