2018-04-17 18:57:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 18:58:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 367 on Area1
2018-04-17 18:58:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 735 on Area1
2018-04-17 18:58:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1101 on Area1
2018-04-17 18:59:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1468 on Area1
2018-04-17 18:59:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1834 on Area1
2018-04-17 18:59:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2199 on Area1
2018-04-17 19:00:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2564 on Area1
2018-04-17 19:00:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2930 on Area1
2018-04-17 19:00:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3294 on Area1
2018-04-17 19:01:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3659 on Area1
2018-04-17 19:01:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4022 on Area1
2018-04-17 19:01:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4385 on Area1
2018-04-17 19:02:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4748 on Area1
2018-04-17 19:02:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5109 on Area1
2018-04-17 19:02:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5469 on Area1
2018-04-17 19:03:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5831 on Area1
2018-04-17 19:03:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6190 on Area1
2018-04-17 19:03:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6548 on Area1
2018-04-17 19:04:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6907 on Area1
2018-04-17 19:04:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7264 on Area1
2018-04-17 19:04:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7620 on Area1
2018-04-17 19:05:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7977 on Area1
2018-04-17 19:05:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8330 on Area1
2018-04-17 19:05:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8680 on Area1
2018-04-17 19:06:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9034 on Area1
2018-04-17 19:06:36 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9380 on Area1
2018-04-17 19:06:56 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9725 on Area1
2018-04-17 19:07:16 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10080 on Area1
