2018-04-17 17:06:39 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 17:06:59 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7385 on Area1
2018-04-17 17:07:19 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12702 on Area1
2018-04-17 17:07:39 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 15394 on Area1
2018-04-17 17:07:59 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 17364 on Area1
2018-04-17 17:08:19 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 19595 on Area1
2018-04-17 17:08:39 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 21077 on Area1
2018-04-17 17:08:59 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 22662 on Area1
2018-04-17 17:09:19 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 24551 on Area1
2018-04-17 17:09:39 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 26046 on Area1
2018-04-17 17:09:59 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 27465 on Area1
2018-04-17 17:10:19 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 29339 on Area1
2018-04-17 17:10:39 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 31346 on Area1
2018-04-17 17:10:59 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 33032 on Area1
2018-04-17 17:11:19 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 34553 on Area1
2018-04-17 17:11:39 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 36370 on Area1
2018-04-17 17:11:59 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 37963 on Area1
2018-04-17 17:12:19 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 39340 on Area1
2018-04-17 17:12:39 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 40681 on Area1
