2018-04-17 20:36:40 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 20:37:00 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-17 20:37:20 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-17 20:37:40 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-17 20:38:00 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-17 20:38:20 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-17 20:38:40 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 20:39:00 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-17 20:39:20 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 20:39:40 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-17 20:40:00 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 20:40:20 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-17 20:40:40 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-17 20:41:00 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 20:41:20 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-17 20:41:40 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-17 20:42:00 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-17 20:42:20 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-17 20:42:40 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-17 20:43:00 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-17 20:43:20 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 20:43:40 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-17 20:44:00 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 20:44:20 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-17 20:44:40 FINER test.Simulate$MemoryLogger run -- Using 143 MB out of 723 MB
2018-04-17 20:45:00 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 20:45:20 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 723 MB
2018-04-17 20:45:40 FINER test.Simulate$MemoryLogger run -- Using 155 MB out of 723 MB
