2018-04-18 12:26:00 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 12:26:20 FINER test.Simulate$MemoryLogger run -- Using 240 MB out of 616 MB
2018-04-18 12:26:40 FINER test.Simulate$MemoryLogger run -- Using 123 MB out of 688 MB
2018-04-18 12:27:00 FINER test.Simulate$MemoryLogger run -- Using 245 MB out of 650 MB
2018-04-18 12:27:20 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 633 MB
2018-04-18 12:27:40 FINER test.Simulate$MemoryLogger run -- Using 260 MB out of 625 MB
2018-04-18 12:28:00 FINER test.Simulate$MemoryLogger run -- Using 146 MB out of 609 MB
2018-04-18 12:28:20 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 595 MB
2018-04-18 12:28:40 FINER test.Simulate$MemoryLogger run -- Using 272 MB out of 589 MB
2018-04-18 12:29:00 FINER test.Simulate$MemoryLogger run -- Using 224 MB out of 576 MB
2018-04-18 12:29:20 FINER test.Simulate$MemoryLogger run -- Using 191 MB out of 563 MB
2018-04-18 12:29:40 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 551 MB
2018-04-18 12:30:00 FINER test.Simulate$MemoryLogger run -- Using 209 MB out of 541 MB
2018-04-18 12:30:20 FINER test.Simulate$MemoryLogger run -- Using 34 MB out of 534 MB
2018-04-18 12:30:40 FINER test.Simulate$MemoryLogger run -- Using 100 MB out of 525 MB
2018-04-18 12:31:00 FINER test.Simulate$MemoryLogger run -- Using 191 MB out of 516 MB
2018-04-18 12:31:20 FINER test.Simulate$MemoryLogger run -- Using 108 MB out of 500 MB
2018-04-18 12:31:40 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 493 MB
2018-04-18 12:32:00 FINER test.Simulate$MemoryLogger run -- Using 186 MB out of 486 MB
2018-04-18 12:32:20 FINER test.Simulate$MemoryLogger run -- Using 176 MB out of 474 MB
2018-04-18 12:32:40 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 464 MB
2018-04-18 12:33:00 FINER test.Simulate$MemoryLogger run -- Using 73 MB out of 458 MB
2018-04-18 12:33:20 FINER test.Simulate$MemoryLogger run -- Using 138 MB out of 451 MB
2018-04-18 12:33:40 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 443 MB
