2018-04-18 20:29:17 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 20:29:37 FINER test.Simulate$MemoryLogger run -- Using 23 MB out of 581 MB
2018-04-18 20:29:57 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 579 MB
2018-04-18 20:30:17 FINER test.Simulate$MemoryLogger run -- Using 231 MB out of 583 MB
2018-04-18 20:30:37 FINER test.Simulate$MemoryLogger run -- Using 195 MB out of 591 MB
2018-04-18 20:30:57 FINER test.Simulate$MemoryLogger run -- Using 154 MB out of 571 MB
2018-04-18 20:31:17 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 563 MB
2018-04-18 20:31:37 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 555 MB
2018-04-18 20:31:57 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 547 MB
2018-04-18 20:32:17 FINER test.Simulate$MemoryLogger run -- Using 146 MB out of 547 MB
2018-04-18 20:32:37 FINER test.Simulate$MemoryLogger run -- Using 179 MB out of 540 MB
2018-04-18 20:32:57 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 524 MB
2018-04-18 20:33:17 FINER test.Simulate$MemoryLogger run -- Using 112 MB out of 518 MB
2018-04-18 20:33:37 FINER test.Simulate$MemoryLogger run -- Using 23 MB out of 516 MB
2018-04-18 20:33:57 FINER test.Simulate$MemoryLogger run -- Using 112 MB out of 510 MB
2018-04-18 20:34:17 FINER test.Simulate$MemoryLogger run -- Using 62 MB out of 499 MB
2018-04-18 20:34:37 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 496 MB
2018-04-18 20:34:57 FINER test.Simulate$MemoryLogger run -- Using 20 MB out of 487 MB
2018-04-18 20:35:17 FINER test.Simulate$MemoryLogger run -- Using 22 MB out of 483 MB
2018-04-18 20:35:37 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 477 MB
2018-04-18 20:35:57 FINER test.Simulate$MemoryLogger run -- Using 74 MB out of 474 MB
2018-04-18 20:36:17 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 468 MB
2018-04-18 20:36:37 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 462 MB
2018-04-18 20:36:57 FINER test.Simulate$MemoryLogger run -- Using 22 MB out of 458 MB
2018-04-18 20:37:17 FINER test.Simulate$MemoryLogger run -- Using 108 MB out of 455 MB
2018-04-18 20:37:37 FINER test.Simulate$MemoryLogger run -- Using 96 MB out of 451 MB
2018-04-18 20:37:57 FINER test.Simulate$MemoryLogger run -- Using 101 MB out of 447 MB
2018-04-18 20:38:17 FINER test.Simulate$MemoryLogger run -- Using 23 MB out of 442 MB
2018-04-18 20:38:37 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 438 MB
2018-04-18 20:38:57 FINER test.Simulate$MemoryLogger run -- Using 30 MB out of 436 MB
2018-04-18 20:39:17 FINER test.Simulate$MemoryLogger run -- Using 91 MB out of 434 MB
2018-04-18 20:39:37 FINER test.Simulate$MemoryLogger run -- Using 76 MB out of 431 MB
2018-04-18 20:39:57 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 429 MB
2018-04-18 20:40:17 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 426 MB
2018-04-18 20:40:37 FINER test.Simulate$MemoryLogger run -- Using 36 MB out of 424 MB
2018-04-18 20:40:57 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 421 MB
2018-04-18 20:41:17 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 419 MB
2018-04-18 20:41:37 FINER test.Simulate$MemoryLogger run -- Using 44 MB out of 416 MB
2018-04-18 20:41:57 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 413 MB
2018-04-18 20:42:17 FINER test.Simulate$MemoryLogger run -- Using 55 MB out of 410 MB
2018-04-18 20:42:37 FINER test.Simulate$MemoryLogger run -- Using 76 MB out of 409 MB
2018-04-18 20:42:57 FINER test.Simulate$MemoryLogger run -- Using 36 MB out of 409 MB
2018-04-18 20:43:17 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 409 MB
2018-04-18 20:43:37 FINER test.Simulate$MemoryLogger run -- Using 20 MB out of 409 MB
2018-04-18 20:43:57 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 409 MB
2018-04-18 20:44:17 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 409 MB
2018-04-18 20:44:37 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 409 MB
2018-04-18 20:44:57 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 409 MB
2018-04-18 20:45:17 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 409 MB
2018-04-18 20:45:37 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 409 MB
2018-04-18 20:45:57 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 409 MB
2018-04-18 20:46:17 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 409 MB
2018-04-18 20:46:37 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 409 MB
2018-04-18 20:46:57 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 409 MB
2018-04-18 20:47:17 FINER test.Simulate$MemoryLogger run -- Using 58 MB out of 409 MB
2018-04-18 20:47:37 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 409 MB
2018-04-18 20:47:57 FINER test.Simulate$MemoryLogger run -- Using 70 MB out of 409 MB
2018-04-18 20:48:17 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 409 MB
2018-04-18 20:48:37 FINER test.Simulate$MemoryLogger run -- Using 25 MB out of 409 MB
2018-04-18 20:48:57 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 409 MB
2018-04-18 20:49:17 FINER test.Simulate$MemoryLogger run -- Using 34 MB out of 409 MB
2018-04-18 20:49:37 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 409 MB
2018-04-18 20:49:57 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 409 MB
2018-04-18 20:50:17 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 409 MB
2018-04-18 20:50:37 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 409 MB
2018-04-18 20:50:57 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 409 MB
2018-04-18 20:51:17 FINER test.Simulate$MemoryLogger run -- Using 38 MB out of 409 MB
2018-04-18 20:51:37 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 409 MB
2018-04-18 20:51:57 FINER test.Simulate$MemoryLogger run -- Using 55 MB out of 409 MB
2018-04-18 20:52:17 FINER test.Simulate$MemoryLogger run -- Using 27 MB out of 409 MB
2018-04-18 20:52:37 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 409 MB
2018-04-18 20:52:57 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 409 MB
2018-04-18 20:53:17 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 409 MB
2018-04-18 20:53:37 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 409 MB
2018-04-18 20:53:57 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 409 MB
2018-04-18 20:54:17 FINER test.Simulate$MemoryLogger run -- Using 67 MB out of 409 MB
2018-04-18 20:54:37 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 409 MB
2018-04-18 20:54:57 FINER test.Simulate$MemoryLogger run -- Using 80 MB out of 409 MB
2018-04-18 20:55:17 FINER test.Simulate$MemoryLogger run -- Using 55 MB out of 409 MB
2018-04-18 20:55:37 FINER test.Simulate$MemoryLogger run -- Using 28 MB out of 409 MB
2018-04-18 20:55:57 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 409 MB
2018-04-18 20:56:17 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 409 MB
2018-04-18 20:56:37 FINER test.Simulate$MemoryLogger run -- Using 23 MB out of 409 MB
2018-04-18 20:56:57 FINER test.Simulate$MemoryLogger run -- Using 61 MB out of 409 MB
2018-04-18 20:57:17 FINER test.Simulate$MemoryLogger run -- Using 37 MB out of 409 MB
2018-04-18 20:57:37 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 409 MB
2018-04-18 20:57:57 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 409 MB
2018-04-18 20:58:17 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 409 MB
2018-04-18 20:58:37 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 409 MB
2018-04-18 20:58:57 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 409 MB
2018-04-18 20:59:17 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 409 MB
2018-04-18 20:59:37 FINER test.Simulate$MemoryLogger run -- Using 44 MB out of 409 MB
2018-04-18 20:59:57 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 409 MB
2018-04-18 21:00:17 FINER test.Simulate$MemoryLogger run -- Using 57 MB out of 409 MB
2018-04-18 21:00:37 FINER test.Simulate$MemoryLogger run -- Using 32 MB out of 409 MB
2018-04-18 21:00:57 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 409 MB
2018-04-18 21:01:17 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 409 MB
2018-04-18 21:01:37 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 409 MB
2018-04-18 21:01:57 FINER test.Simulate$MemoryLogger run -- Using 62 MB out of 409 MB
2018-04-18 21:02:17 FINER test.Simulate$MemoryLogger run -- Using 41 MB out of 409 MB
2018-04-18 21:02:37 FINER test.Simulate$MemoryLogger run -- Using 78 MB out of 409 MB
2018-04-18 21:02:57 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 409 MB
2018-04-18 21:03:17 FINER test.Simulate$MemoryLogger run -- Using 29 MB out of 409 MB
2018-04-18 21:03:37 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 409 MB
2018-04-18 21:03:57 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 409 MB
