2018-04-18 17:35:26 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 17:35:46 FINER test.Simulate$MemoryLogger run -- Using 232 MB out of 607 MB
2018-04-18 17:36:06 FINER test.Simulate$MemoryLogger run -- Using 155 MB out of 687 MB
2018-04-18 17:36:26 FINER test.Simulate$MemoryLogger run -- Using 276 MB out of 698 MB
2018-04-18 17:36:46 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 678 MB
2018-04-18 17:37:06 FINER test.Simulate$MemoryLogger run -- Using 156 MB out of 670 MB
2018-04-18 17:37:26 FINER test.Simulate$MemoryLogger run -- Using 273 MB out of 662 MB
2018-04-18 17:37:46 FINER test.Simulate$MemoryLogger run -- Using 101 MB out of 646 MB
2018-04-18 17:38:06 FINER test.Simulate$MemoryLogger run -- Using 252 MB out of 639 MB
2018-04-18 17:38:26 FINER test.Simulate$MemoryLogger run -- Using 123 MB out of 626 MB
2018-04-18 17:38:46 FINER test.Simulate$MemoryLogger run -- Using 293 MB out of 619 MB
2018-04-18 17:39:06 FINER test.Simulate$MemoryLogger run -- Using 197 MB out of 605 MB
2018-04-18 17:39:26 FINER test.Simulate$MemoryLogger run -- Using 129 MB out of 594 MB
2018-04-18 17:39:46 FINER test.Simulate$MemoryLogger run -- Using 80 MB out of 583 MB
2018-04-18 17:40:06 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 573 MB
2018-04-18 17:40:26 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 564 MB
2018-04-18 17:40:46 FINER test.Simulate$MemoryLogger run -- Using 51 MB out of 555 MB
2018-04-18 17:41:06 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 547 MB
2018-04-18 17:41:26 FINER test.Simulate$MemoryLogger run -- Using 105 MB out of 540 MB
2018-04-18 17:41:46 FINER test.Simulate$MemoryLogger run -- Using 164 MB out of 533 MB
2018-04-18 17:42:06 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 526 MB
2018-04-18 17:42:26 FINER test.Simulate$MemoryLogger run -- Using 131 MB out of 520 MB
2018-04-18 17:42:46 FINER test.Simulate$MemoryLogger run -- Using 61 MB out of 508 MB
2018-04-18 17:43:06 FINER test.Simulate$MemoryLogger run -- Using 181 MB out of 503 MB
2018-04-18 17:43:26 FINER test.Simulate$MemoryLogger run -- Using 152 MB out of 497 MB
2018-04-18 17:43:46 FINER test.Simulate$MemoryLogger run -- Using 149 MB out of 488 MB
2018-04-18 17:44:06 FINER test.Simulate$MemoryLogger run -- Using 158 MB out of 483 MB
2018-04-18 17:44:26 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 475 MB
2018-04-18 17:44:46 FINER test.Simulate$MemoryLogger run -- Using 101 MB out of 469 MB
2018-04-18 17:45:06 FINER test.Simulate$MemoryLogger run -- Using 40 MB out of 463 MB
2018-04-18 17:45:26 FINER test.Simulate$MemoryLogger run -- Using 123 MB out of 459 MB
2018-04-18 17:45:46 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 453 MB
2018-04-18 17:46:06 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 448 MB
2018-04-18 17:46:26 FINER test.Simulate$MemoryLogger run -- Using 122 MB out of 444 MB
2018-04-18 17:46:46 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 439 MB
2018-04-18 17:47:06 FINER test.Simulate$MemoryLogger run -- Using 107 MB out of 435 MB
2018-04-18 17:47:26 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 430 MB
2018-04-18 17:47:46 FINER test.Simulate$MemoryLogger run -- Using 91 MB out of 427 MB
2018-04-18 17:48:06 FINER test.Simulate$MemoryLogger run -- Using 104 MB out of 424 MB
