XMI
1524319169 1524319170 7754 158
1524319189 1524319190 11025 48
1524319209 1524319210 15145 109
1524319229 1524319230 18739 164
1524319249 1524319250 20937 197
1524319269 1524319270 23231 62
1524319289 1524319290 25450 97
1524319309 1524319310 27258 126
1524319329 1524319330 29061 152
1524319349 1524319350 30547 174
1524319369 1524319370 31920 192
1524319389 1524319390 33426 217
1524319409 1524319410 34686 67
1524319429 1524319430 36015 86
1524319449 1524319450 37507 108
1524319469 1524319470 38731 126
1524319489 1524319490 39878 144


TEMF
1524096434 1524096437 302 38
1524096454 1524096457 656 73
1524096474 1524096477 1016 405
1524096494 1524096497 1386 281
1524096514 1524096517 1751 98
1524096534 1524096537 2123 111
1524096554 1524096557 2482 225
1524096574 1524096577 2857 208
1524096594 1524096597 3233 129
1524096614 1524096617 3605 236
1524096634 1524096637 3976 99
1524096654 1524096657 4349 28
1524096674 1524096677 4715 156
1524096694 1524096697 5089 78
1524096714 1524096717 5457 105
1524096734 1524096737 5824 19
1524096754 1524096757 6187 39
1524096774 1524096778 6556 76
1524096794 1524096798 6915 26
1524096814 1524096818 7280 51
1524096834 1524096838 7641 70
1524096854 1524096858 8010 48
1524096874 1524096878 8375 21
1524096894 1524096898 8742 63
1524096914 1524096918 9107 36
1524096934 1524096938 9473 60
1524096954 1524096958 9839 38
1524096974 1524096978 10197 64
1524096994 1524096998 10556 56
1524097014 1524097018 10918 65
1524097034 1524097038 11283 51
1524097054 1524097058 11642 53
1524097074 1524097078 12007 74
1524097094 1524097098 12365 86
1524097114 1524097118 12727 45
1524097134 1524097138 13085 61
1524097154 1524097158 13445 53
1524097174 1524097178 13813 36
1524097194 1524097198 14181 81
1524097214 1524097218 14546 52
1524097234 1524097238 14907 67
1524097254 1524097258 15260 39
1524097274 1524097278 15617 54
1524097294 1524097298 15979 79
1524097314 1524097318 16339 87
1524097334 1524097338 16698 36
1524097354 1524097358 17059 51
1524097374 1524097378 17417 55
1524097394 1524097398 17781 88
1524097414 1524097418 18140 32
1524097434 1524097438 18499 40
1524097454 1524097458 18861 54
1524097474 1524097478 19226 87
1524097494 1524097498 19586 39
1524097514 1524097518 19944 46
1524097534 1524097538 20303 53
1524097554 1524097558 20664 74
1524097574 1524097578 21025 85
1524097594 1524097598 21386 44
1524097614 1524097618 21746 38
1524097634 1524097638 22099 81
1524097654 1524097658 22456 80
1524097674 1524097678 22811 60
1524097694 1524097698 23171 85
1524097714 1524097718 23534 95
1524097734 1524097738 23889 88
1524097754 1524097758 24246 82
1524097774 1524097778 24608 86
1524097794 1524097798 24963 73
1524097814 1524097818 25320 54
1524097834 1524097838 25682 60
1524097854 1524097858 26037 55
1524097874 1524097878 26391 93
1524097894 1524097898 26754 46
1524097914 1524097918 27114 60
1524097934 1524097938 27470 58
1524097954 1524097958 27823 58
1524097974 1524097978 28184 51
1524097994 1524097998 28546 69
1524098014 1524098018 28903 69
1524098034 1524098038 29263 68
1524098054 1524098058 29627 76
1524098074 1524098078 29981 67
1524098094 1524098098 30342 82
1524098114 1524098118 30700 101
1524098134 1524098138 31056 99
1524098154 1524098158 31416 99
1524098174 1524098178 31773 95
1524098194 1524098198 32135 45
1524098214 1524098218 32495 56
1524098234 1524098238 32852 59
1524098254 1524098258 33217 87
1524098274 1524098278 33579 47
1524098294 1524098298 33937 54
1524098314 1524098318 34295 51
1524098334 1524098338 34655 72
1524098354 1524098358 35011 68
1524098374 1524098378 35365 67
1524098394 1524098398 35640 93
1524098414 1524098418 35920 76
1524098434 1524098438 36198 59
1524098454 1524098458 36476 100
1524098474 1524098478 36752 70
1524098494 1524098498 37028 106
1524098514 1524098518 37302 72
1524098534 1524098538 37575 93
1524098554 1524098558 37850 68
1524098574 1524098578 38123 87
1524098594 1524098598 38395 102
1524098614 1524098618 38669 66
1524098634 1524098638 38945 93
1524098654 1524098658 39221 69
1524098674 1524098678 39496 104
1524098694 1524098698 39768 58
1524098714 1524098718 40043 90
1524098734 1524098738 40317 52
1524098754 1524098758 40590 72
1524098774 1524098778 40863 97
