XMI
1524319045 1524319045 8695 174
1524319065 1524319065 13051 81
1524319085 1524319085 16271 131
1524319105 1524319105 18533 164
1524319125 1524319125 20167 189


TEMF
1524095289 1524095293 297 111
1524095309 1524095313 648 174
1524095329 1524095333 1019 219
1524095349 1524095353 1388 180
1524095369 1524095373 1763 130
1524095389 1524095393 2135 234
1524095409 1524095413 2502 125
1524095429 1524095433 2871 228
1524095449 1524095453 3244 232
1524095469 1524095473 3618 206
1524095489 1524095493 3991 194
1524095509 1524095513 4364 67
1524095529 1524095533 4735 24
1524095549 1524095553 5103 42
1524095569 1524095573 5475 59
1524095589 1524095593 5841 65
1524095609 1524095613 6205 61
1524095629 1524095633 6573 82
1524095649 1524095653 6934 40
1524095669 1524095673 7300 55
1524095689 1524095693 7667 27
1524095709 1524095713 8039 64
1524095729 1524095733 8405 31
1524095749 1524095753 8774 72
1524095769 1524095773 9140 35
1524095789 1524095793 9505 57
1524095809 1524095813 9865 27
1524095829 1524095833 10231 81
1524095849 1524095853 10593 31
1524095869 1524095873 10958 50
1524095889 1524095893 11323 72
1524095909 1524095913 11686 24
1524095929 1524095933 12051 50
1524095949 1524095953 12417 68
1524095969 1524095973 12784 34
1524095989 1524095993 13153 67
1524096009 1524096013 13520 38
1524096029 1524096033 13885 62
1524096049 1524096053 14249 76
1524096069 1524096073 14614 35
1524096089 1524096093 14976 41
1524096109 1524096113 15339 60
1524096129 1524096133 15703 74
1524096149 1524096153 16066 88
1524096169 1524096173 16431 44
1524096189 1524096193 16794 59
1524096209 1524096213 17159 81
1524096229 1524096233 17525 47
1524096249 1524096253 17889 56
1524096269 1524096273 18253 76
1524096289 1524096293 18617 31
1524096309 1524096313 18971 82
1524096330 1524096333 19330 65
1524096350 1524096353 19694 87
1524096370 1524096373 20055 82
1524096390 1524096393 20419 41
