2018-04-17 22:06:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 22:06:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 224 on Area1
2018-04-17 22:06:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 448 on Area1
2018-04-17 22:07:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 671 on Area1
2018-04-17 22:07:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 895 on Area1
2018-04-17 22:07:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1118 on Area1
2018-04-17 22:08:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1342 on Area1
2018-04-17 22:08:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1564 on Area1
2018-04-17 22:08:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1788 on Area1
2018-04-17 22:09:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2011 on Area1
2018-04-17 22:09:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2234 on Area1
2018-04-17 22:09:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2456 on Area1
2018-04-17 22:10:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2679 on Area1
2018-04-17 22:10:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2902 on Area1
2018-04-17 22:10:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3125 on Area1
2018-04-17 22:11:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3348 on Area1
2018-04-17 22:11:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3570 on Area1
2018-04-17 22:11:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3792 on Area1
2018-04-17 22:12:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4014 on Area1
2018-04-17 22:12:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4236 on Area1
2018-04-17 22:12:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4458 on Area1
2018-04-17 22:13:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4680 on Area1
2018-04-17 22:13:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4901 on Area1
2018-04-17 22:13:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5120 on Area1
2018-04-17 22:13:53 FINE tll.impl.internal.InternalAreaImpl$IterationLogger run -- Last iteration was 5120
