2018-04-18 05:55:15 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 05:55:35 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-18 05:55:55 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-18 05:56:15 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-18 05:56:35 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-18 05:56:55 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-18 05:57:15 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-18 05:57:35 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-18 05:57:55 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-18 05:58:15 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-18 05:58:35 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-18 05:58:55 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-18 05:59:15 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-18 05:59:35 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-18 05:59:55 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-18 06:00:15 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-18 06:00:35 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-18 06:00:55 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-18 06:01:15 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-18 06:01:35 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-18 06:01:55 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-18 06:02:15 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-18 06:02:35 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-18 06:02:55 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-18 06:03:15 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-18 06:03:35 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-18 06:03:55 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-18 06:04:15 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-18 06:04:35 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-18 06:04:55 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-18 06:05:15 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-18 06:05:35 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-18 06:05:56 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-18 06:06:16 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-18 06:06:36 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-18 06:06:56 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-18 06:07:16 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
