2018-04-18 08:21:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-18 08:21:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 111 on Area1
2018-04-18 08:22:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 229 on Area1
2018-04-18 08:22:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 346 on Area1
2018-04-18 08:22:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 461 on Area1
2018-04-18 08:23:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 584 on Area1
2018-04-18 08:23:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 701 on Area1
2018-04-18 08:23:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 819 on Area1
2018-04-18 08:24:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 943 on Area1
2018-04-18 08:24:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1066 on Area1
2018-04-18 08:24:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1189 on Area1
2018-04-18 08:25:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1312 on Area1
2018-04-18 08:25:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1433 on Area1
2018-04-18 08:25:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1557 on Area1
2018-04-18 08:26:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1680 on Area1
2018-04-18 08:26:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1805 on Area1
2018-04-18 08:26:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1926 on Area1
2018-04-18 08:27:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2049 on Area1
2018-04-18 08:27:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2173 on Area1
2018-04-18 08:27:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2297 on Area1
2018-04-18 08:28:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2421 on Area1
2018-04-18 08:28:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2546 on Area1
2018-04-18 08:28:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2670 on Area1
2018-04-18 08:29:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2792 on Area1
2018-04-18 08:29:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2915 on Area1
2018-04-18 08:29:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3037 on Area1
2018-04-18 08:30:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3160 on Area1
2018-04-18 08:30:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3284 on Area1
2018-04-18 08:30:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3408 on Area1
2018-04-18 08:31:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3532 on Area1
2018-04-18 08:31:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3655 on Area1
2018-04-18 08:31:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3780 on Area1
2018-04-18 08:32:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3903 on Area1
2018-04-18 08:32:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4028 on Area1
2018-04-18 08:32:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4153 on Area1
2018-04-18 08:33:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4277 on Area1
2018-04-18 08:33:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4399 on Area1
2018-04-18 08:33:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4521 on Area1
2018-04-18 08:34:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4644 on Area1
2018-04-18 08:34:37 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4767 on Area1
2018-04-18 08:34:57 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4890 on Area1
2018-04-18 08:35:17 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5014 on Area1
