2018-04-17 17:42:59 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 17:43:19 FINER test.Simulate$MemoryLogger run -- Using 288 MB out of 690 MB
2018-04-17 17:43:39 FINER test.Simulate$MemoryLogger run -- Using 71 MB out of 767 MB
2018-04-17 17:43:59 FINER test.Simulate$MemoryLogger run -- Using 212 MB out of 719 MB
2018-04-17 17:44:19 FINER test.Simulate$MemoryLogger run -- Using 125 MB out of 676 MB
2018-04-17 17:44:39 FINER test.Simulate$MemoryLogger run -- Using 211 MB out of 638 MB
2018-04-17 17:44:59 FINER test.Simulate$MemoryLogger run -- Using 166 MB out of 606 MB
2018-04-17 17:45:19 FINER test.Simulate$MemoryLogger run -- Using 234 MB out of 567 MB
2018-04-17 17:45:39 FINER test.Simulate$MemoryLogger run -- Using 35 MB out of 535 MB
2018-04-17 17:45:59 FINER test.Simulate$MemoryLogger run -- Using 41 MB out of 504 MB
2018-04-17 17:46:19 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 478 MB
2018-04-17 17:46:39 FINER test.Simulate$MemoryLogger run -- Using 119 MB out of 457 MB
2018-04-17 17:46:59 FINER test.Simulate$MemoryLogger run -- Using 133 MB out of 437 MB
2018-04-17 17:47:19 FINER test.Simulate$MemoryLogger run -- Using 108 MB out of 419 MB
2018-04-17 17:47:39 FINER test.Simulate$MemoryLogger run -- Using 97 MB out of 404 MB
2018-04-17 17:47:59 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 393 MB
2018-04-17 17:48:19 FINER test.Simulate$MemoryLogger run -- Using 59 MB out of 383 MB
2018-04-17 17:48:39 FINER test.Simulate$MemoryLogger run -- Using 21 MB out of 372 MB
2018-04-17 17:48:59 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 372 MB
2018-04-17 17:49:19 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 372 MB
2018-04-17 17:49:39 FINER test.Simulate$MemoryLogger run -- Using 44 MB out of 372 MB
2018-04-17 17:49:59 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 372 MB
2018-04-17 17:50:19 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 372 MB
2018-04-17 17:50:39 FINER test.Simulate$MemoryLogger run -- Using 32 MB out of 372 MB
2018-04-17 17:50:59 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 372 MB
2018-04-17 17:51:19 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 372 MB
2018-04-17 17:51:39 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 372 MB
2018-04-17 17:51:59 FINER test.Simulate$MemoryLogger run -- Using 84 MB out of 372 MB
2018-04-17 17:52:19 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 372 MB
2018-04-17 17:52:39 FINER test.Simulate$MemoryLogger run -- Using 30 MB out of 372 MB
2018-04-17 17:52:59 FINER test.Simulate$MemoryLogger run -- Using 47 MB out of 372 MB
2018-04-17 17:53:19 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 372 MB
2018-04-17 17:53:39 FINER test.Simulate$MemoryLogger run -- Using 42 MB out of 372 MB
2018-04-17 17:53:59 FINER test.Simulate$MemoryLogger run -- Using 31 MB out of 372 MB
2018-04-17 17:54:19 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 372 MB
2018-04-17 17:54:39 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 372 MB
2018-04-17 17:54:59 FINER test.Simulate$MemoryLogger run -- Using 82 MB out of 372 MB
2018-04-17 17:55:19 FINER test.Simulate$MemoryLogger run -- Using 43 MB out of 372 MB
2018-04-17 17:55:39 FINER test.Simulate$MemoryLogger run -- Using 69 MB out of 372 MB
2018-04-17 17:55:59 FINER test.Simulate$MemoryLogger run -- Using 86 MB out of 372 MB
2018-04-17 17:56:19 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 372 MB
2018-04-17 17:56:39 FINER test.Simulate$MemoryLogger run -- Using 37 MB out of 372 MB
2018-04-17 17:56:59 FINER test.Simulate$MemoryLogger run -- Using 92 MB out of 372 MB
2018-04-17 17:57:19 FINER test.Simulate$MemoryLogger run -- Using 76 MB out of 372 MB
