2018-04-17 18:02:04 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 18:02:24 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-17 18:02:44 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-17 18:03:04 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 18:03:24 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 18:03:44 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 18:04:04 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 18:04:24 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 18:04:44 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-17 18:05:04 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-17 18:05:24 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 18:05:44 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 18:06:04 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-17 18:06:24 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 18:06:44 FINER test.Simulate$MemoryLogger run -- Using 155 MB out of 723 MB
2018-04-17 18:07:04 FINER test.Simulate$MemoryLogger run -- Using 162 MB out of 723 MB
2018-04-17 18:07:24 FINER test.Simulate$MemoryLogger run -- Using 170 MB out of 723 MB
2018-04-17 18:07:44 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 18:08:04 FINER test.Simulate$MemoryLogger run -- Using 181 MB out of 723 MB
2018-04-17 18:08:24 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 723 MB
2018-04-17 18:08:44 FINER test.Simulate$MemoryLogger run -- Using 37 MB out of 723 MB
2018-04-17 18:09:04 FINER test.Simulate$MemoryLogger run -- Using 46 MB out of 723 MB
2018-04-17 18:09:24 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-17 18:09:44 FINER test.Simulate$MemoryLogger run -- Using 61 MB out of 723 MB
2018-04-17 18:10:04 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 18:10:24 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 18:10:44 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 18:11:04 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 18:11:24 FINER test.Simulate$MemoryLogger run -- Using 97 MB out of 723 MB
2018-04-17 18:11:44 FINER test.Simulate$MemoryLogger run -- Using 105 MB out of 723 MB
2018-04-17 18:12:04 FINER test.Simulate$MemoryLogger run -- Using 112 MB out of 723 MB
2018-04-17 18:12:24 FINER test.Simulate$MemoryLogger run -- Using 119 MB out of 723 MB
2018-04-17 18:12:44 FINER test.Simulate$MemoryLogger run -- Using 127 MB out of 723 MB
2018-04-17 18:13:04 FINER test.Simulate$MemoryLogger run -- Using 134 MB out of 723 MB
2018-04-17 18:13:24 FINER test.Simulate$MemoryLogger run -- Using 138 MB out of 723 MB
2018-04-17 18:13:44 FINER test.Simulate$MemoryLogger run -- Using 145 MB out of 723 MB
2018-04-17 18:14:04 FINER test.Simulate$MemoryLogger run -- Using 152 MB out of 723 MB
2018-04-17 18:14:24 FINER test.Simulate$MemoryLogger run -- Using 160 MB out of 723 MB
2018-04-17 18:14:44 FINER test.Simulate$MemoryLogger run -- Using 167 MB out of 723 MB
2018-04-17 18:15:04 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 18:15:24 FINER test.Simulate$MemoryLogger run -- Using 178 MB out of 723 MB
2018-04-17 18:15:44 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
