2018-04-17 18:02:04 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 18:02:24 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 540 on Area1
2018-04-17 18:02:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1083 on Area1
2018-04-17 18:03:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1624 on Area1
2018-04-17 18:03:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2164 on Area1
2018-04-17 18:03:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2701 on Area1
2018-04-17 18:04:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3236 on Area1
2018-04-17 18:04:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3769 on Area1
2018-04-17 18:04:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4299 on Area1
2018-04-17 18:05:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4826 on Area1
2018-04-17 18:05:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5350 on Area1
2018-04-17 18:05:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 5863 on Area1
2018-04-17 18:06:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6376 on Area1
2018-04-17 18:06:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 6886 on Area1
2018-04-17 18:06:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7382 on Area1
2018-04-17 18:07:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 7881 on Area1
2018-04-17 18:07:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8373 on Area1
2018-04-17 18:07:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 8848 on Area1
2018-04-17 18:08:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9328 on Area1
2018-04-17 18:08:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 9798 on Area1
2018-04-17 18:08:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10281 on Area1
2018-04-17 18:09:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 10768 on Area1
2018-04-17 18:09:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 11248 on Area1
2018-04-17 18:09:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 11722 on Area1
2018-04-17 18:10:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12200 on Area1
2018-04-17 18:10:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 12704 on Area1
2018-04-17 18:10:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 13210 on Area1
2018-04-17 18:11:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 13702 on Area1
2018-04-17 18:11:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 14188 on Area1
2018-04-17 18:11:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 14676 on Area1
2018-04-17 18:12:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 15152 on Area1
2018-04-17 18:12:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 15623 on Area1
2018-04-17 18:12:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 16097 on Area1
2018-04-17 18:13:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 16560 on Area1
2018-04-17 18:13:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 17018 on Area1
2018-04-17 18:13:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 17474 on Area1
2018-04-17 18:14:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 17926 on Area1
2018-04-17 18:14:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 18372 on Area1
2018-04-17 18:14:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 18816 on Area1
2018-04-17 18:15:05 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 19254 on Area1
2018-04-17 18:15:25 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 19690 on Area1
2018-04-17 18:15:45 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 20121 on Area1
