2018-04-17 17:09:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Logging numbers of iterations every 20000 millisecons
2018-04-17 17:09:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 284 on Area1
2018-04-17 17:09:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 652 on Area1
2018-04-17 17:10:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1054 on Area1
2018-04-17 17:10:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1464 on Area1
2018-04-17 17:10:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 1885 on Area1
2018-04-17 17:11:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2305 on Area1
2018-04-17 17:11:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 2719 on Area1
2018-04-17 17:11:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3141 on Area1
2018-04-17 17:12:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3558 on Area1
2018-04-17 17:12:33 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 3981 on Area1
2018-04-17 17:12:53 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4388 on Area1
2018-04-17 17:13:13 FINER tll.impl.internal.InternalAreaImpl$IterationLogger run -- Running iteration 4777 on Area1
