2018-04-17 17:09:09 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 17:09:29 FINER test.Simulate$MemoryLogger run -- Using 230 MB out of 697 MB
2018-04-17 17:09:49 FINER test.Simulate$MemoryLogger run -- Using 187 MB out of 771 MB
2018-04-17 17:10:09 FINER test.Simulate$MemoryLogger run -- Using 492 MB out of 824 MB
2018-04-17 17:10:29 FINER test.Simulate$MemoryLogger run -- Using 312 MB out of 762 MB
2018-04-17 17:10:49 FINER test.Simulate$MemoryLogger run -- Using 403 MB out of 713 MB
2018-04-17 17:11:09 FINER test.Simulate$MemoryLogger run -- Using 301 MB out of 670 MB
2018-04-17 17:11:29 FINER test.Simulate$MemoryLogger run -- Using 116 MB out of 620 MB
2018-04-17 17:11:49 FINER test.Simulate$MemoryLogger run -- Using 200 MB out of 581 MB
2018-04-17 17:12:09 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 540 MB
2018-04-17 17:12:29 FINER test.Simulate$MemoryLogger run -- Using 179 MB out of 509 MB
2018-04-17 17:12:49 FINER test.Simulate$MemoryLogger run -- Using 25 MB out of 477 MB
2018-04-17 17:13:09 FINER test.Simulate$MemoryLogger run -- Using 77 MB out of 455 MB
2018-04-17 17:13:29 FINER test.Simulate$MemoryLogger run -- Using 70 MB out of 435 MB
