2018-04-17 22:13:58 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-17 22:14:18 FINER test.Simulate$MemoryLogger run -- Using 45 MB out of 723 MB
2018-04-17 22:14:38 FINER test.Simulate$MemoryLogger run -- Using 49 MB out of 723 MB
2018-04-17 22:14:58 FINER test.Simulate$MemoryLogger run -- Using 53 MB out of 723 MB
2018-04-17 22:15:18 FINER test.Simulate$MemoryLogger run -- Using 56 MB out of 723 MB
2018-04-17 22:15:38 FINER test.Simulate$MemoryLogger run -- Using 60 MB out of 723 MB
2018-04-17 22:15:58 FINER test.Simulate$MemoryLogger run -- Using 64 MB out of 723 MB
2018-04-17 22:16:18 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 22:16:38 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 723 MB
2018-04-17 22:16:58 FINER test.Simulate$MemoryLogger run -- Using 72 MB out of 723 MB
2018-04-17 22:17:18 FINER test.Simulate$MemoryLogger run -- Using 75 MB out of 723 MB
2018-04-17 22:17:38 FINER test.Simulate$MemoryLogger run -- Using 79 MB out of 723 MB
2018-04-17 22:17:58 FINER test.Simulate$MemoryLogger run -- Using 83 MB out of 723 MB
2018-04-17 22:18:18 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 723 MB
2018-04-17 22:18:38 FINER test.Simulate$MemoryLogger run -- Using 90 MB out of 723 MB
2018-04-17 22:18:58 FINER test.Simulate$MemoryLogger run -- Using 94 MB out of 723 MB
2018-04-17 22:19:18 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 22:19:38 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 723 MB
2018-04-17 22:19:58 FINER test.Simulate$MemoryLogger run -- Using 102 MB out of 723 MB
2018-04-17 22:20:18 FINER test.Simulate$MemoryLogger run -- Using 106 MB out of 723 MB
2018-04-17 22:20:38 FINER test.Simulate$MemoryLogger run -- Using 109 MB out of 723 MB
2018-04-17 22:20:58 FINER test.Simulate$MemoryLogger run -- Using 113 MB out of 723 MB
2018-04-17 22:21:18 FINER test.Simulate$MemoryLogger run -- Using 117 MB out of 723 MB
2018-04-17 22:21:38 FINER test.Simulate$MemoryLogger run -- Using 121 MB out of 723 MB
2018-04-17 22:21:58 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 723 MB
2018-04-17 22:22:18 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-17 22:22:38 FINER test.Simulate$MemoryLogger run -- Using 128 MB out of 723 MB
2018-04-17 22:22:58 FINER test.Simulate$MemoryLogger run -- Using 132 MB out of 723 MB
2018-04-17 22:23:18 FINER test.Simulate$MemoryLogger run -- Using 136 MB out of 723 MB
2018-04-17 22:23:38 FINER test.Simulate$MemoryLogger run -- Using 140 MB out of 723 MB
2018-04-17 22:23:58 FINER test.Simulate$MemoryLogger run -- Using 143 MB out of 723 MB
2018-04-17 22:24:18 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 22:24:38 FINER test.Simulate$MemoryLogger run -- Using 147 MB out of 723 MB
2018-04-17 22:24:58 FINER test.Simulate$MemoryLogger run -- Using 151 MB out of 723 MB
2018-04-17 22:25:18 FINER test.Simulate$MemoryLogger run -- Using 155 MB out of 723 MB
2018-04-17 22:25:38 FINER test.Simulate$MemoryLogger run -- Using 158 MB out of 723 MB
2018-04-17 22:25:58 FINER test.Simulate$MemoryLogger run -- Using 162 MB out of 723 MB
2018-04-17 22:26:18 FINER test.Simulate$MemoryLogger run -- Using 166 MB out of 723 MB
2018-04-17 22:26:38 FINER test.Simulate$MemoryLogger run -- Using 170 MB out of 723 MB
2018-04-17 22:26:58 FINER test.Simulate$MemoryLogger run -- Using 170 MB out of 723 MB
2018-04-17 22:27:18 FINER test.Simulate$MemoryLogger run -- Using 174 MB out of 723 MB
2018-04-17 22:27:38 FINER test.Simulate$MemoryLogger run -- Using 177 MB out of 723 MB
2018-04-17 22:27:58 FINER test.Simulate$MemoryLogger run -- Using 181 MB out of 723 MB
2018-04-17 22:28:18 FINER test.Simulate$MemoryLogger run -- Using 185 MB out of 723 MB
2018-04-17 22:28:38 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 723 MB
2018-04-17 22:28:58 FINER test.Simulate$MemoryLogger run -- Using 189 MB out of 723 MB
2018-04-17 22:29:18 FINER test.Simulate$MemoryLogger run -- Using 33 MB out of 723 MB
2018-04-17 22:29:38 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 723 MB
