2018-04-18 02:42:29 FINER test.Simulate$MemoryLogger run -- Logging memory usage every 20000 millisecons
2018-04-18 02:42:49 FINER test.Simulate$MemoryLogger run -- Using 32 MB out of 654 MB
2018-04-18 02:43:09 FINER test.Simulate$MemoryLogger run -- Using 300 MB out of 679 MB
2018-04-18 02:43:29 FINER test.Simulate$MemoryLogger run -- Using 200 MB out of 674 MB
2018-04-18 02:43:49 FINER test.Simulate$MemoryLogger run -- Using 124 MB out of 656 MB
2018-04-18 02:44:09 FINER test.Simulate$MemoryLogger run -- Using 80 MB out of 640 MB
2018-04-18 02:44:29 FINER test.Simulate$MemoryLogger run -- Using 87 MB out of 625 MB
2018-04-18 02:44:49 FINER test.Simulate$MemoryLogger run -- Using 118 MB out of 611 MB
2018-04-18 02:45:09 FINER test.Simulate$MemoryLogger run -- Using 188 MB out of 597 MB
2018-04-18 02:45:29 FINER test.Simulate$MemoryLogger run -- Using 268 MB out of 585 MB
2018-04-18 02:45:49 FINER test.Simulate$MemoryLogger run -- Using 118 MB out of 568 MB
2018-04-18 02:46:09 FINER test.Simulate$MemoryLogger run -- Using 21 MB out of 560 MB
2018-04-18 02:46:29 FINER test.Simulate$MemoryLogger run -- Using 191 MB out of 551 MB
2018-04-18 02:46:49 FINER test.Simulate$MemoryLogger run -- Using 161 MB out of 532 MB
2018-04-18 02:47:09 FINER test.Simulate$MemoryLogger run -- Using 178 MB out of 525 MB
2018-04-18 02:47:29 FINER test.Simulate$MemoryLogger run -- Using 39 MB out of 511 MB
2018-04-18 02:47:49 FINER test.Simulate$MemoryLogger run -- Using 115 MB out of 499 MB
2018-04-18 02:48:09 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 488 MB
2018-04-18 02:48:29 FINER test.Simulate$MemoryLogger run -- Using 48 MB out of 478 MB
2018-04-18 02:48:49 FINER test.Simulate$MemoryLogger run -- Using 66 MB out of 470 MB
2018-04-18 02:49:09 FINER test.Simulate$MemoryLogger run -- Using 115 MB out of 462 MB
2018-04-18 02:49:29 FINER test.Simulate$MemoryLogger run -- Using 68 MB out of 454 MB
2018-04-18 02:49:49 FINER test.Simulate$MemoryLogger run -- Using 63 MB out of 446 MB
2018-04-18 02:50:09 FINER test.Simulate$MemoryLogger run -- Using 98 MB out of 439 MB
2018-04-18 02:50:29 FINER test.Simulate$MemoryLogger run -- Using 54 MB out of 432 MB
